clade_name	NCBI_tax_id	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
s__Escherichia_coli	0	59.3501	0.0	85.42333	46.70438	0.5477	0.0	0.02243	0.0	0.0	1.11421	0.2991	0.12317	0.16714	0.02327	3.4839	0.01737	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_bifidum	0	16.16243	5.61882	0.20192	0.0	26.63938	0.0	0.0	19.20307	0.13643	0.03872	0.0	0.15732	9.28869	0.0	0.0	0.23433	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_longum	0	7.79189	60.54102	0.49524	0.0	0.0	0.0	0.0	28.51001	0.05094	0.49039	0.0	0.29871	6.69999	0.32258	0.08095	0.36745	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecalis	0	6.6011	0.04311	7.44248	0.0	0.27258	0.12616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01651	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	2.56548	0.0	0.2293	0.0	0.0	0.0	0.0	0.09821	0.0	0.0	0.0	0.0	0.0202	0.0	1.41584	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	1.4514	0.0007	0.01319	0.0	3.05152	0.63215	0.0	0.02293	0.0	0.0	0.0014	0.0	0.0	0.0	1.28647	0.0	0	0	0.0	0.0	0.0	0.0	21.28204	0.2073
s__Bifidobacterium_breve	0	1.06188	0.0	0.20274	9.92597	14.26779	79.77158	0.0	5.25666	0.0	0.0	0.0	0.31344	0.39146	0.0	0.56716	0.0	0	0	0.0	0.0	0.0	37.93493	0.0	2.07307
s__Klebsiella_pneumoniae	0	1.04001	4.58136	0.0	0.0	0.00605	0.03979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	1.02434	0.03518	0.98999	3.56488	4.81842	5.82008	0.0	0.00616	0.0	0.00317	0.0	0.59644	0.0	0.0	28.95324	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_MSTE9	0	0.42079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_micronuciformis	0	0.38951	0.0085	0.0	0.0	2.56869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.81795	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.26365	0.02064	0.0	0.01622	0.018	0.15229	0.04759	0.00311	0.0	0.01012	0.13593	0.00958	0.03114	0.01443	0.35693	0.16402	0	0	0.0	0.0	0.0	52.20392	52.81601	0.0
s__Clostridioides_difficile	0	0.25352	0.0	0.70916	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_maltophilia	0	0.24849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.18455	0.0	0.0	0.0	0.02873	1.92053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11799	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.18193	0.06143	0.26404	0.0	0.00356	0.04086	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.31843	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.1635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_paraputrificum	0	0.11185	0.0	0.0	0.0	0.05789	0.03384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_quasipneumoniae	0	0.10848	0.41261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_variicola	0	0.10602	0.82337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.08699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01137	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.08457	0.03201	0.11196	0.13617	0.0156	0.15634	0.0	0.0	0.02205	0.00764	0.03571	0.0	0.0	0.0	0.00332	0.0	0	0	0.0	0.0	0.0	0.0	0.0	2.09182
s__Veillonella_infantium	0	0.05696	0.01752	0.05096	0.0	0.01028	0.01795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24459	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.57057
s__Enterobacter_cloacae_complex	0	0.05317	0.0	0.0	0.0	0.0	0.26723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudolongum	0	0.0442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_leptum	0	0.03091	0.0	0.0	0.0	0.0	0.0	0.03321	0.0	0.00537	0.0	0.14461	0.0	0.00306	0.21214	0.0	0.06508	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Raoultella_ornithinolytica	0	0.02582	0.0	0.0	0.0	0.0	5.26061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mitis	0	0.02376	0.02873	0.05081	0.02204	0.03526	0.05163	0.0	0.00358	0.0	0.0	0.00875	0.0	0.0535	0.0	0.00051	0.0	0	0	0.0	0.0	75.84747	0.0	24.63763	43.29392
s__Rothia_mucilaginosa	0	0.01345	0.00525	0.00289	0.02509	0.0	0.01287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0	0	0.0	0.0	0.0	0.0	0.0	4.62919
s__Enterococcus_avium	0	0.01237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_paragasseri	0	0.0103	0.11402	0.02555	0.0	0.0	0.4301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43502	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cutibacterium_acnes	0	0.00713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kluyvera_cryocrescens	0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.00276	0.0004	0.00311	0.0	0.01956	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01556	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_gasseri	0	0.00273	0.00539	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14193	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.00157	0.0	0.0	0.0	0.01596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0	0	0.0	0.0	14.56408	0.0	0.0	0.0
s__Veillonella_seminalis	0	0.0	27.53789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.04553	0.15371	0.0	0.0	0.0	0.0	0.00494	0.0	0.09142	0.00644	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.31837
s__Streptococcus_infantis	0	0.0	0.02899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.07679
s__Haemophilus_sp_HMSC71H05	0	0.0	0.01917	0.0572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00943	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.00581	0.01453	0.0	0.0	0.96924	0.0	0.0	0.0	0.0	0.0	0.0	0.04144	0.0	0.0211	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_peroris	0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	9.58844	0.0	0.0	1.1268
s__Parascardovia_denticolens	0	0.0	0.00501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	5.63202
s__Fusobacterium_periodonticum	0	0.0	0.0005	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	2.75372	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.63818	0.0	0.01019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_haemolysans	0	0.0	0.0	0.04887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	5.80976
s__Streptococcus_sp_A12	0	0.0	0.0	0.03471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_werkmanii	0	0.0	0.0	0.0273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.02729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_bivia	0	0.0	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aggregatibacter_segnis	0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_morbillorum	0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.15445
s__Bacteroides_vulgatus	0	0.0	0.0	0.0	39.42854	15.72732	0.0	1.6632	0.0	1.65638	10.57606	17.36066	27.43959	5.69481	0.06775	0.02572	0.75081	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_butyricum	0	0.0	0.0	0.0	0.1767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.0	0.0	0.0	20.28935	0.0	0.0	4.45545	0.0	0.0	0.0	0.57301	14.53505	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pediococcus_acidilactici	0	0.0	0.0	0.0	0.0	5.23563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rhamnosus	0	0.0	0.0	0.0	0.0	3.77856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01367	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_oxytoca	0	0.0	0.0	0.0	0.0	0.96114	0.07962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eggerthella_lenta	0	0.0	0.0	0.0	0.0	0.60965	0.30183	0.0	0.08456	0.0	0.0	0.00566	0.0	0.03549	0.04167	0.02164	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0	0.0	0.0	0.0	0.0	0.50991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_neonatale	0	0.0	0.0	0.0	0.0	0.14803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.0	0.0	0.0	0.07783	0.04037	0.0	0.01638	0.0	0.0	0.0006	0.0	0.0453	0.0571	0.00237	0.0117	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dickeya_fangzhongdai	0	0.0	0.0	0.0	0.0	0.0604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0	0.0	0.0	0.0	0.0	0.05691	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_spiroforme	0	0.0	0.0	0.0	0.0	0.03948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_gallinarum	0	0.0	0.0	0.0	0.0	0.03182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeriscardovia_aeriphila	0	0.0	0.0	0.0	0.0	0.02875	0.00196	0.0	0.00177	0.0	0.0	0.0	0.0	0.04876	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dickeya_chrysanthemi	0	0.0	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Finegoldia_magna	0	0.0	0.0	0.0	0.0	0.00909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_dispar	0	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_michiganensis	0	0.0	0.0	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulosilyticum_lentocellum	0	0.0	0.0	0.0	0.0	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccae	0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterorhabdus_caecimuris	0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.00206	0.0	0.00574	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_urogenitalis	0	0.0	0.0	0.0	0.0	0.0	3.62727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01794	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Varibaculum_cambriense	0	0.0	0.0	0.0	0.0	0.0	0.17986	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_accolens	0	0.0	0.0	0.0	0.0	0.0	0.02361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Raoultella_planticola	0	0.0	0.0	0.0	0.0	0.0	0.01678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_pseudodiphtheriticum	0	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.35458
s__Streptococcus_sp_HMSC071D03	0	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dolosigranulum_pigrum	0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.19742
s__Corynebacterium_pseudogenitalium	0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_finegoldii	0	0.0	0.0	0.0	0.0	0.0	0.001	0.15325	0.0	0.02347	0.66993	0.26148	0.0	0.00473	0.0	0.00778	0.02453	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_copri	0	0.0	0.0	0.0	0.0	0.0	0.0	24.69258	0.0	77.93173	0.0	0.0	45.89709	14.03964	1.6792	0.0	5.2768	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.0	0.0	0.0	0.0	0.0	13.02963	0.0	5.07551	5.07304	0.0	0.0	4.56643	0.43172	0.0	6.08208	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_uniformis	0	0.0	0.0	0.0	0.0	0.0	0.0	10.65525	0.14548	0.26326	3.77403	21.95223	1.0201	0.41363	0.23662	0.0	3.94521	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_dorei	0	0.0	0.0	0.0	0.0	0.0	0.0	10.24858	0.83407	0.02006	1.52364	8.9977	3.31571	1.32524	0.59976	0.0	3.72094	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	0.0	0.0	0.0	0.0	0.0	0.0	5.85448	0.06601	0.31238	1.381	9.60298	1.0627	0.57878	0.04034	0.0	2.44872	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	4.09691	0.0	0.0	0.0	0.48558	0.0	0.00016	0.03725	0.0	0.59217	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_plebeius	0	0.0	0.0	0.0	0.0	0.0	0.0	3.8176	0.0	0.0	2.7858	0.0	0.0	0.0	0.17763	0.0	6.09291	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.0	0.0	0.0	0.0	2.93894	0.0	0.0	0.0	0.0	0.0	0.0	0.59988	0.0	0.61899	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0	0.0	0.0	0.0	0.0	0.0	0.0	2.60557	0.0	0.42545	1.75434	0.19017	0.0	0.0	0.09848	0.0	1.04032	0	0	0.0	0.0	0.0	0.0	0.0	0.0
