clade_name	NCBI_tax_id	MV_FEI1_t1Q14	MV_FEI2_t1Q14	MV_FEI3_t1Q14	MV_FEI4_t1Q14	MV_FEI4_t2Q15	MV_FEI5_t1Q14	MV_FEI5_t2Q14	MV_FEI5_t3Q15	MV_FEM1_t1Q14	MV_FEM2_t1Q14	MV_FEM3_t1Q14	MV_FEM4_t1Q14	MV_FEM4_t2Q15	MV_FEM5_t1Q14	MV_FEM5_t2Q14	MV_FEM5_t3Q15	MV_MIM1_t1M14	MV_MIM2_t1M14	MV_MIM3_t1M14	MV_MIM4_t1M14	MV_MIM4_t2F15	MV_MIM5_t1M14	MV_MIM5_t2M14	MV_MIM5_t3F15
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_faecium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31785	0.0	1.24552	0.2495	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_413	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2141	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_coprocola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9264	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89649	0.02286	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fragilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86657	0.0	0.92567	0.30662	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_sp_CAG_266	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67843	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60771	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12588	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12225	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08798	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08578	0.0	0.0	0.0	0.0	0.0	0.11615	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06728	0.00529	0.0	0.0	0.01486	0.0	0.00381	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05605	3.06997	0.13062	0.16232	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03521	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacteroides_justesenii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03387	0.0834	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02353	0.02063	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_catus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01684	0.10134	0.0	0.10946	0.78645	0.0	0.35349	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_sp_An184	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_5226	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30542	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15731	0.0	0.0	0.0	0.01726	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_hominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12764	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_citroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04664	0.0	0.00433	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eisenbergiella_tayi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04284	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_curvatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03314	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_asparagiforme	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02479	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parvimonas_micra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02362	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_asaccharolytica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01959	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacillus_cateniformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01721	0.0	0.0	0.0	0.0	0.11087	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01629	0.01105	0.00314	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_milleri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32186	0.86156	0.0	0.0	0.58246	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03675	0.82961	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_marmotae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10247	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_funiformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01377	0.55265	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_hypermegale	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01286	0.1718	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_johnsonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_stantonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00755	0.02983	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_145	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15138	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_turicensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06401	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05403	0.01714	0.04131	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_corporis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04703	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_disiens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0293	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_vaginae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01359	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cloacibacillus_porcorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01291	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_delbrueckii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01208	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Facklamia_hominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Christensenella_minuta	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_isoflavoniconvertens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_limosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_epidermidis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	100	100	84.06476	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An138	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_crossotus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65344	0.0	3.91544	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_animalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77248	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17338	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_lavalense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01324	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leuconostoc_mesenteroides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01082	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanosphaera_stadtmanae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00747	0.0	0.2701	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_lactis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00691	0.0	0.00874	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_mongoliense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00485	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.001	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_antri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97367	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08159	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07048	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaeroglobus_geminatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0492	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hafnia_paralvei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02343	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_melliventris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01535	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_helsingborgensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Tyzzerella_nexilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_dentium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80585	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12648	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicibacter_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01564	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00972	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemania_filiformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0	0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_kroppenstedtii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	15.93524	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_actinocoloniiforme	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	84.16817	0.0	0.0	0.0	0.0
s__Bifidobacterium_bohemicum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	15.83183	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius_CAG_79	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	9.86116	0.0	0.0
s__Streptococcus_sp_M334	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	1.26432	0.0
s__Rothia_dentocariosa	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	6.3814
s__Neisseria_cinerea	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	2.79812
s__Streptococcus_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	2.38245
s__Haemophilus_haemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	2.26876
s__Haemophilus_parahaemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	2.13795
s__Streptococcus_pseudopneumoniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	1.83105
s__Corynebacterium_durum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	1.72504
s__Neisseria_sicca	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	1.22788
s__Haemophilus_paraphrohaemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.52103
s__Rothia_aeria	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.50639
s__Haemophilus_influenzae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.41853
s__Moraxella_nonliquefaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.41359
s__Neisseria_gonorrhoeae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.35629
s__Kingella_kingae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.34628
s__Corynebacterium_matruchotii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.30104
s__Streptococcus_cristatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.28325
s__Neisseria_mucosa	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.18621
s__Veillonella_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.15018
s__Moraxella_lincolnii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.09696
s__Streptococcus_sp_oral_taxon_056	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.06533
s__Abiotrophia_defectiva	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.05088
s__Capnocytophaga_sputigena	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.04716
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.03643
s__Abiotrophia_sp_HMSC24B09	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0325
