clade_name	NCBI_tax_id	GupDM_A_11	GupDM_A_15	GupDM_A1	GupDM_A10	GupDM_A12	GupDM_A13	GupDM_A14	GupDM_A2	GupDM_A3	GupDM_A4	GupDM_A5	GupDM_A6	GupDM_A7	GupDM_A8	GupDM_A9	GupDM_HAG	GupDM_HAH	GupDM_HAI	GupDM_HAJ	GupDM_HAK	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HBR	GupDM_HCL	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCU	GupDM_HCV	GupDM_HCY	GupDM_HDB	GupDM_HDF	GupDM_HP	GupDM_HR	GupDM_HS	GupDM_JA	GupDM_JB	GupDM_JC	GupDM_JD	GupDM_JE	GupDM_JG	GupDM_JH	GupDM_JI	GupDM_JJ	GupDM_JK	GupDM_JL	GupDM_JM	GupDM_JN	GupDM_JO	GupDM_JP
s__Streptococcus_parasanguinis	0	0.0	0.01113	0.64649	4.53896	0.06916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04727	0.01997	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12437	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04536
s__Coprococcus_catus	0	0.0	0.00428	0.00657	0.0	0.0	0.0	0.0	0.0	0.04988	0.0	0.0	0.0	0.0	0.01525	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04243	0.03001	0.0	0.0	0.0	0.0221	0.0	0.0	0.0	0.0122	0.03152	0.01533	0.0
s__Firmicutes_bacterium_CAG_145	0	0.0	0.0	1.57543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_mori	0	0.0	0.0	1.46182	0.28047	0.25614	10.33628	0.0	0.0	0.0	0.0	0.0	0.0	0.0807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06161	0.02738	0.0	0.0565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	1.30472	0.0	0.0	0.0	0.0	0.0	6.10498	0.0	0.0	0.0	2.58218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.0	1.23838	0.79211	3.6398	8.36986	0.0	0.0	0.0	0.0	0.0	0.0	5.25251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57942	0.01966	0.0	0.16624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Morganella_morganii	0	0.0	0.0	1.1905	0.0	0.0	0.0	3.91046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33033	0.0	0.0	0.12988	0.0	0.15226	0.08738	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	1.1009	7.82293	2.68918	0.04931	0.0	0.0	0.0	0.0	0.0	0.0	0.13698	0.0	0.0	0.0	0.08854	0.00471	0.0	0.0	0.0	0.04988	0.34021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11923	1.96332	2.7883	0.92764	0.0	0.0	2.39495	2.45064	0.42497	0.04537	1.40816	1.08186	2.14321	0.41821
s__Aeromonas_caviae	0	0.0	0.0	1.04113	0.0	0.0	7.80487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	0.94567	0.67538	0.0	6.06491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.94295	0.0	0.02276	0.0	0.0	0.78571	0.62938	0.28302	0.14108	2.0512	0.12823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	1.57871	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21102	2.36582	0.23838	0.0	0.0	1.53582	1.73589	0.12428	0.08595	1.45511	1.23196	1.34613	0.09894
s__Prevotella_buccae	0	0.0	0.0	0.92824	0.0	0.0	7.12627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_stercoris	0	0.0	0.0	0.91523	0.0	0.0	0.0	5.41476	0.0	2.45028	0.0	0.0	1.11894	0.49977	0.0	0.0	0.1845	0.0	0.0	20.33553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02855	0.0	0.0	0.0	5.67145	0.0	0.0	0.0	0.00892	0.0	0.28923	0.0	0.0	0.0	0.00798	0.0	0.0	23.77898	0.0	0.0	0.19496	0.0	4.89551	11.15029	0.0	2.86681	0.0	1.81534	2.03374	12.29705	3.51594
s__Streptococcus_oralis	0	0.0	0.0	0.6902	5.05175	0.23255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.58823	0.0	0.0	0.0	0.0	0.0	0.07138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34898	0.2582	0.0	0.0	0.0	0.16147	0.25379	0.0	0.0	0.21158	0.16999	0.18241	0.0
s__Ruminococcus_gnavus	0	0.0	0.0	0.4347	0.20001	2.17502	0.0	1.92142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32613	0.0	0.0	0.64193	0.0	0.54383	0.47184	0.0	0.0
s__Clostridium_clostridioforme	0	0.0	0.0	0.42482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0	0.0	0.0	0.40198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26545	0.0	0.04441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13622	1.19972	0.0	0.04353	0.0	1.56565	0.0	0.0	0.0	0.0	0.01479	0.0	3.38963	0.0	0.0	0.0	0.77347	0.0	0.0	0.0	0.0	1.30945	0.0	0.0	0.02021	0.0	0.55971	0.0	0.0	0.0	0.66825
s__Roseburia_hominis	0	0.0	0.0	0.39178	0.24174	0.0	2.57741	0.0	0.0	0.0	0.08631	0.0	0.93081	0.99253	0.0	0.0	0.0	0.0	0.04632	0.0	0.0	0.0	0.0	0.0763	0.0	0.0	0.0	0.0	0.08257	0.0	0.21297	0.0263	0.0	0.19454	0.57117	2.06063	0.37349	0.0	0.0	0.0	0.0	0.10589	0.01788	0.13245	0.0	0.0	0.0	0.08768	0.0	0.0	0.0	0.0	0.0	0.05238	0.0	0.0	0.0	0.0	0.0	0.09599	0.02039
s__Streptococcus_salivarius	0	0.0	0.0	0.36931	2.8124	0.0	0.02935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06012	0.0	0.01251	0.0	0.0	0.0	0.0	0.0	0.02832	0.01587	0.12748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11239	0.0	0.0	0.00469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23106
s__Clostridium_bolteae	0	0.0	0.0	0.33633	0.15533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44189	0.37649	0.0	0.0	0.0	0.25238	0.28044	0.0	0.0	0.19342	0.22454	0.20475	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.30571	2.10655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_hylemonae	0	0.0	0.0	0.2735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.26307	0.22759	0.0	1.83598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04547
s__Alistipes_shahii	0	0.0	0.0	0.20772	0.0	0.0	0.0	0.27459	0.84042	0.02515	0.23501	0.11448	1.33287	0.10785	0.0	0.0	0.0	0.0	0.0	0.09616	0.0	0.0	0.21594	0.3038	0.0	0.01704	0.0	0.0	0.0024	0.0	0.00126	0.01767	0.0	2.04451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15373	0.11812	0.04137	0.13447	0.0	0.09737	0.13448	0.03849	0.16642	0.0	0.19841	0.21754	0.15213	0.06972
s__Gemmiger_formicilis	0	0.0	0.0	0.19565	1.12779	0.0	0.0	0.0	0.0	0.10923	0.12617	0.0	0.13273	0.0088	0.0	0.0	0.0	0.0	0.01271	0.0	0.0	0.00633	0.15339	0.0	0.00813	0.0	0.0	0.0	0.0256	0.0	0.0	0.24602	0.04871	0.08185	0.10177	0.0	0.0	0.0	0.0	0.05102	0.0	0.03705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.0	0.0	0.16763	0.0	0.0	0.0	0.98486	0.0	0.0	0.0	0.0	4.6248	0.0	0.0	0.0	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17436	0.0	0.05619	0.0	0.0	0.00442	0.0	0.0	0.0	0.0	1.16475	0.00589	0.0	0.51992	0.0	0.48583	0.48878	0.00427	0.0
s__Veillonella_sp_CAG_933	0	0.0	0.0	0.15433	0.0	0.0	0.0	0.94749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44612	0.0	0.0	0.59518	0.0	0.39667	0.48045	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.13421	0.96225	0.07875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteobacteria_bacterium_CAG_139	0	0.0	0.0	0.11702	0.29257	0.0	0.30119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_aerogenes	0	0.0	0.0	0.10765	0.146	0.15231	0.64401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.10129	0.37455	0.82348	0.2968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04326	0.0	0.07661	0.0	0.0	0.0	0.03676	0.26852	0.01977	0.36969	0.20398	0.0	0.0	0.0	0.03629	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.05366	0.0	0.0425	0.62387	0.0	0.0	0.06256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_amalonaticus	0	0.0	0.0	0.07983	0.0	0.0	0.93122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.07634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_media	0	0.0	0.0	0.07234	0.0	0.0	0.7216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.0	0.0	0.07018	0.07375	0.0	0.0	0.02192	0.0	0.0	0.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.01284	0.29138	0.18803	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.34318	0.0	0.29942	0.0	0.0	0.0	4.51517	0.01982	0.0	0.12665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09201	0.06315	0.0	0.0	0.0	0.03783	0.0	0.0	0.0	0.0	0.11591
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.06761	0.36112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08019	0.0	0.0	0.0	0.0	0.0	0.01204	0.0	0.06407	0.0	0.03108	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33613	0.0	0.00876	1.14923	0.0	0.0	0.02568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_catenulatum	0	0.0	0.0	0.06319	0.0	0.01174	0.42667	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0856	0.0	0.0	0.49771	0.07677	0.0	0.01416	0.0	0.00886	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.05987	0.0	0.0	0.0	0.4898	0.0	0.0	0.0	0.0	0.0	0.02608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7087	0.0	0.0	0.3342	0.0	0.31548	0.28251	0.0	0.0
s__Klebsiella_michiganensis	0	0.0	0.0	0.05588	0.0	0.0	0.56248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	0.05563	0.44881	0.0	0.0	0.0	13.61307	0.49494	23.81583	16.23956	0.0	0.0	0.0	0.0	0.94927	0.0	0.08159	0.0	0.0	4.21894	0.0	0.0	0.0	0.0	0.0	0.54938	0.0	0.0	1.27782	0.2668	0.0	5.77301	0.0	3.05974	0.0	0.0	0.0	0.0	0.0	0.0	1.65593	0.0	0.51716	2.55447	0.0	1.30126	0.0	0.0	4.15794	13.6355	0.0	0.74726	0.0	1.71125	0.0	0.0	0.0	0.81103	8.22251
s__Citrobacter_portucalensis	0	0.0	0.0	0.05367	0.0	0.0	0.45658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_pasteurii	0	0.0	0.0	0.04794	0.0	0.0	0.22249	0.0	0.0	0.0	0.0	0.0	0.0	0.98138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_salivarius	0	0.0	0.0	0.0473	0.35212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.04395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
