clade_name	NCBI_tax_id	C16-20005-GH	C16-20006-GH	C16-20007-GH	C16-20008-GH	C16-20009-GH	C16-20010-GH	C16-20011-GH	C16-20029-GH	C16-20030-GH	C16-20032-GH	C16-20047-GH	C16-20048-GH	C16-20049-GH	C16-20050-GH	C16-20065-GH	C16-20066-GH	C16-20073-GH	C16-20074-GH	C16-20108-GH	C16-20110-GH	C16-20111-GH	C16-20112-GH	C16-20113-GH	C16-20124-GH	C16-20125-GH	C16-20126-GH	C16-20127-GH	C16-20138-GH	C16-20241-GH	C16-20242-GH	C16-20243-GH	C16-20244-GH	C16-20245-GH	C16-20246-GH	C16-20247-GH	C16-20273-GH	C16-20274-GH	C16-20275-GH	C16-20288-GH	C16-20292-GH	C16-20362-GH	C16-20363-GH	C16-20374-GH	C16-20375-GH
s__Roseburia_sp_CAG_471	0	0.10031	0.14595	0.05778	0.0	0.0	0.00589	0.0	0.01938	0.06021	0.0	0.00253	0.07185	0.02279	0.02284	0.08926	0.0	0.01682	0.0	0.0	0.06992	0.00064	0.13066	0.0251	0.01775	0.00472	0.29671	0.04062	0.0	0.0545	0.01046	0.03908	0.21158	0.61363	0.24841	0.11855	0.16415	0.0	0.00237	0.00315	0.10376	0.11786	0.04785	0.02746	0.00081
s__Clostridium_sp_CAG_167	0	0.09872	0.0	0.0	0.0	0.18041	0.01535	0.0	0.19204	0.0	0.0	0.01309	0.0	0.31331	0.09758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_distasonis	0	0.09251	0.71399	0.00185	0.40352	0.03811	0.05097	3.18948	0.13022	0.34249	0.24952	0.53168	1.33157	0.18998	1.08048	0.01845	4.46767	0.13962	0.30809	0.06949	0.1493	0.01744	0.19101	0.13243	0.36643	0.99192	1.31053	0.27248	1.35701	0.0	0.0	1.07226	0.1231	1.62468	0.13703	0.33008	0.45428	1.95834	0.88661	0.65153	0.09145	0.07993	0.08968	0.0	0.1965
s__Clostridium_sp_CAG_632	0	0.07207	0.0	0.10603	0.48263	0.0	0.0	0.0	0.02973	0.11778	0.0	0.1182	0.02305	0.0	0.0	0.46909	0.0	0.0	0.0	1.16102	0.72692	4.53302	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.14108	0.0187	0.0	0.0	0.0	0.0	0.0	0.27241	0.0	0.0	0.0	0.0	3.34636	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.07012	0.0	0.08289	0.13039	0.24974	0.00689	0.03101	0.00603	0.0	0.00615	0.01579	0.0	0.0	0.0013	0.17947	0.03083	5.36277	0.01177	0.00746	0.32079	0.30208	0.46261	2.62194	0.00912	0.18206	0.1045	0.00774	0.38663	0.24909	0.0	0.83916	1.87187	0.12821	1.6699	1.43416	0.01705	0.15908	0.05822	0.26189	1.1982	0.0	0.0	0.0	0.0032
s__Veillonella_parvula	0	0.06887	0.0	0.11513	0.0	0.21136	0.50328	0.00918	0.29906	0.0	0.26937	0.12896	0.0	0.19811	0.00904	0.09012	0.06443	0.81309	0.01773	0.0	0.01721	0.08868	0.19237	1.52688	0.16116	0.03537	0.01765	0.01713	0.16908	0.04583	0.01433	0.18802	0.0623	0.0	0.07964	0.32581	0.03832	0.27278	0.05969	0.07768	2.31321	0.00399	0.0	0.0	0.01105
s__Haemophilus_sp_HMSC71H05	0	0.06777	0.0	0.05677	0.09143	0.11372	0.08137	0.0	0.00847	0.0074	0.08227	0.0	0.0	0.0	0.0	0.0	0.01162	0.0	0.0	0.0	0.03354	0.03695	0.0436	0.12777	0.1279	0.0	0.03242	0.0565	0.02456	0.10677	0.00824	0.03272	0.14446	0.08185	0.13768	2.60339	0.16915	0.0	0.01244	0.0	1.00476	0.06537	0.01255	0.0	0.0
s__Slackia_isoflavoniconvertens	0	0.06373	0.0	0.07485	0.00776	0.00915	0.01186	0.02409	0.02982	0.02274	0.03696	0.01152	0.17771	0.00963	0.01942	0.00875	0.0	0.0232	0.0	0.00125	0.08599	0.01331	0.00229	0.0	0.0	0.04357	0.0	0.0	0.0	0.00228	0.04296	0.00241	0.02331	0.04767	0.04668	0.0615	0.01945	0.0	0.0	0.0	0.45262	0.01306	0.01769	0.03274	0.02088
s__Oscillibacter_sp_CAG_241	0	0.05442	0.0	0.07513	0.7057	0.35833	0.03995	0.63467	1.58052	0.2004	0.02723	0.72924	2.47135	1.80143	5.63825	3.4389	0.0	0.0	1.57355	2.17046	0.0985	0.57526	0.17136	0.05358	0.07327	0.27623	0.19473	0.01468	0.0063	0.10061	3.363	0.03748	0.0	0.13864	0.0	0.0	0.11757	0.0	0.0	0.12468	0.11539	0.22568	0.01576	1.14518	0.07829
s__Ruminococcus_sp_CAG_563	0	0.05104	0.0	0.0	0.48464	0.04795	0.00333	0.0	0.0	0.00821	0.0	0.0	0.52788	0.00383	0.0003	0.0	0.0	0.0	0.0	0.00129	0.0	11.2397	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.03426	0.0	0.0	0.0	1.59747	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0
s__Firmicutes_bacterium_CAG_110	0	0.04779	0.0	0.01872	0.33672	0.11105	0.0303	0.0	0.11538	0.27326	0.24975	0.294	1.63079	4.0338	0.02307	0.15253	0.0	0.0	0.0	0.22329	0.0479	0.76486	0.20925	0.02816	0.10626	0.00824	0.26029	0.15657	0.0	0.00909	1.27669	0.0	0.0	0.20292	0.0	0.0	0.08208	0.0	0.0	0.0	0.0	0.01106	0.21919	0.62996	0.01836
s__Bacteroides_vulgatus	0	0.03756	0.9392	0.00299	0.06986	0.05559	0.42079	31.56972	0.56317	0.07243	0.22767	3.27364	2.57812	1.17401	2.85489	0.01889	0.01974	2.43224	0.24456	0.59755	0.40678	0.02597	0.479	0.03333	0.61906	6.14678	11.80992	0.0	0.0	0.03049	0.02758	6.04839	0.17984	1.29799	0.1495	10.21997	0.72841	0.0	18.45823	7.34236	0.7003	1.53618	0.12306	3.12408	43.6558
s__Ruminococcus_bicirculans	0	0.03743	0.0	0.04074	0.00285	0.03418	0.0	0.0	0.09348	0.35875	0.17344	0.0	0.16202	2.56719	0.54078	0.93542	0.0	0.0	2.75041	0.02637	0.0	0.20449	0.00429	0.0	4.96138	1.13803	0.0	0.0	0.0	0.52501	6.34627	1.99754	0.0	0.0	0.0	0.0	0.02361	0.0	0.00348	0.15713	0.00134	0.37064	0.50363	0.37163	0.03514
s__Streptococcus_parasanguinis	0	0.03346	0.0	0.11353	0.06833	0.07625	0.0	0.13713	0.0716	0.0	0.03763	0.0	0.0	0.0	0.0	0.00239	0.05364	0.54333	0.01251	0.0	0.22151	0.10492	0.13696	1.31565	0.05601	0.04013	0.0609	0.01259	0.12175	0.15521	0.0	0.13774	1.11636	0.01617	0.88298	0.66155	0.03664	0.03999	0.0	0.03536	0.64412	0.03184	0.0	0.02653	0.0
s__Veillonella_dispar	0	0.03105	0.00722	0.19588	0.0	0.21923	0.14042	0.02729	0.08693	0.0	0.42218	0.01393	0.0	0.13087	0.0	0.05378	0.00974	3.34113	0.10026	0.0	0.1142	0.02949	0.0361	1.14654	0.13779	0.0	0.01696	0.01887	0.29819	0.06298	0.0	0.0649	0.74029	0.07702	0.43806	3.17939	0.13055	0.02035	0.06249	0.0	0.5013	0.0874	0.0	0.0	0.00347
s__Clostridium_sp_CAG_413	0	0.03097	0.0	0.0	0.00947	0.07756	0.37269	0.0	0.0	4.70171	0.05446	0.0	5.51482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.56526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.87031	0.0
s__Eubacterium_sp_OM08_24	0	0.03055	0.0	0.09788	0.07388	0.12099	0.05078	0.0	0.17347	0.0	0.0	0.0	0.0	0.0	0.0	10.04341	0.0	0.05907	0.0	0.16403	0.0	0.64287	0.0	0.0	0.0	0.38539	0.0	0.0	0.0	0.0	0.21469	0.05035	0.0	5.49285	0.0	0.0	0.08731	0.0	0.0	1.71473	0.0	0.71427	0.0	0.0	0.0
s__Eubacterium_coprostanoligenes	0	0.0183	0.0	0.0	0.0	0.01176	0.00717	0.0	0.0	0.0	1.41227	0.0	0.01453	0.0	0.03429	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.02636	0.0	0.0	0.0	0.02327	0.0	0.01928	0.01982	0.02361	0.1843	0.0	0.27126	0.0	0.01594	0.0	0.0	0.0	0.0	0.0	0.00694	0.02938	0.0
s__Neisseria_flavescens	0	0.01011	0.0	0.07476	0.0	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03846	0.0	0.0116	0.02413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_mucilaginosa	0	0.00987	0.0	0.02643	0.00488	0.00651	0.0	0.01171	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.03277	0.00096	0.07604	0.0	0.0	0.0	0.00067	0.0	0.01872	0.0	0.0	0.0	0.0	0.00669	0.00838	0.0	0.01789	0.11452	0.0	0.13168	0.10588	0.00685	0.00337	0.0	0.00132	0.0	0.0	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.00926	0.0	0.01773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00536	0.032	0.0	0.0	0.0	0.0	0.07054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00279	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_95	0	0.00855	0.02223	0.00869	0.03658	0.00218	0.02721	0.0	0.83049	0.5171	0.01445	0.88175	0.7718	0.4399	0.00583	0.53879	0.0	0.0	0.0	0.06594	0.05296	0.4488	0.2778	0.0	0.10786	0.0	0.0	0.02715	0.02619	0.00761	0.04063	0.0	0.0004	0.08861	0.0	0.02013	0.26285	0.0	0.0	0.0	0.0	0.01413	0.04855	0.61425	0.0
s__Firmicutes_bacterium_CAG_170	0	0.00834	0.0	0.05092	1.52387	0.01241	0.01156	0.0	1.25088	0.75141	0.03976	2.90973	1.0276	10.76389	0.53059	0.08348	0.0	0.0	0.02193	6.68758	0.05902	0.02003	0.04755	0.0	0.59171	0.0	0.0	0.11308	0.01059	0.02906	1.10387	0.0	0.0	0.27902	0.0	0.0	1.60437	0.0	0.0	0.0	0.0	0.01433	0.0	0.21528	0.0
s__Roseburia_hominis	0	0.00787	0.0033	0.28194	0.25511	0.05851	0.48464	0.0	0.18701	0.0	0.0	0.02651	0.09352	0.4764	0.58223	0.0	0.0	0.0	0.00612	0.0	0.53981	0.0	0.05191	0.0037	0.0	0.17061	0.7351	0.0	0.03631	0.0	0.03786	0.0	0.0706	2.29089	0.04471	0.00788	0.22245	0.00699	0.2029	0.0	0.0	0.01221	0.0	0.05068	0.0
s__Allisonella_histaminiformans	0	0.00773	0.0	0.0	0.0	0.0	0.0	0.00178	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04059	0.01331	0.0	0.0	0.0	0.0
s__Haemophilus_sputorum	0	0.00726	0.00844	0.00384	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.02102	0.0	0.0	0.0	0.10165	0.0	0.02738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.09685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_finegoldii	0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.01284	0.0	0.0	0.01518	0.23403	0.18051	0.0	0.0	0.0	0.0	0.57852	0.0	0.00365	0.0	0.0077	0.0	0.00268	0.32189	0.1292	0.0	0.03411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.08299	0.0	0.0	0.0	0.0	0.00426
s__Coprococcus_eutactus	0	0.00499	0.0	4.28545	0.0451	0.22213	0.00834	0.0	0.40838	1.27765	0.08622	0.01688	0.0007	0.67486	0.0	0.0	0.0	0.0	0.9305	0.02201	0.0	0.02305	0.0	0.03184	0.0	0.00153	0.0	0.02947	0.0	0.03515	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.08614	0.0	0.0	1.52341	0.0	0.47337	0.11254
s__Firmicutes_bacterium_CAG_534	0	0.00463	0.0	0.0	0.03683	0.0	0.0	0.0	0.90954	0.00106	0.0	0.0	2.2146	0.0199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82308	0.0	0.0	0.0	0.0	0.0	0.05115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_510	0	0.00201	0.0	0.76231	0.87438	0.0	0.01349	0.0	0.0	0.81282	0.92833	0.06071	1.83398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47279	0.1381	0.05079	0.0	0.0	0.0	0.60326	0.79597	0.0	0.0	0.0445	0.0	0.0	0.07298	0.0	0.0	0.16846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12179
s__Streptococcus_mitis	0	0.00137	0.0	0.0377	0.01249	0.0485	0.21601	0.2501	0.0204	0.00058	0.08423	0.07922	0.0	0.00351	0.0213	0.10383	0.01287	0.18733	0.0	0.0	0.0	0.0	0.05289	0.0	0.03618	0.00802	0.01764	0.0057	0.00949	0.0	0.0	0.0	0.09418	0.0	0.17826	0.43531	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00463
s__Fusobacterium_mortiferum	0	0.0	2.60198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.1514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	0.0	0.67323	0.0	0.21456	0.0	0.0	0.0	0.38881	0.00764	0.0206	0.26446	0.01003	0.06707	0.31409	0.0	0.0	0.0	0.74531	0.0	0.32355	0.0	0.0	0.06325	0.89813	0.34249	0.00031	0.02334	0.0	0.0	0.0	0.16876	0.0	1.18737	0.0	0.0	0.0	0.0	5.04107	0.82084	0.38699	0.03252	0.0	0.0	0.52285
s__Bacteroides_caccae	0	0.0	0.56897	0.0	0.0	0.0	0.0	0.09952	0.04067	0.00959	0.76975	1.36819	0.1057	0.21706	0.0	0.0	5.46982	0.6653	0.00596	0.07666	0.35556	0.0	0.77585	0.21009	0.73133	1.17881	0.23682	0.45066	0.0	0.0	0.0	0.80827	0.00418	0.69276	0.00051	0.24464	0.11516	0.0	2.91276	2.23694	0.05624	0.0	0.0	0.0	0.91147
s__Bacteroides_clarus	0	0.0	0.53702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05045	0.0	0.71781	0.0	0.0	0.0	0.0	0.0	0.0	0.07847	0.01345	0.0	0.0	0.0	0.0	1.34889	0.13933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04838
s__Megamonas_funiformis	0	0.0	0.47651	0.0	0.0	0.0	0.0	31.11939	0.0	0.0	0.0	0.0	0.10191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68621	0.04279	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0	0.0	0.44264	0.09258	0.34795	0.00089	0.00292	0.15296	0.25568	0.12282	0.46208	0.55903	1.05916	0.22763	0.7935	0.0	0.02661	0.01959	0.09185	0.46058	0.88473	0.05761	0.06388	0.06337	0.3346	0.17151	0.31594	0.13249	0.86859	0.0	0.0	1.48278	0.05346	0.91471	0.05002	0.01647	0.64292	0.0	2.07019	0.08019	0.04667	0.0	0.0	0.00266	0.20269
s__Bacteroides_thetaiotaomicron	0	0.0	0.38344	0.0	0.0	0.0	0.0	0.02224	0.20971	0.49929	0.13525	0.5415	1.05821	0.1932	0.46247	0.0	11.68163	0.02757	0.23983	0.00871	0.22043	0.0	0.28778	0.34929	0.70217	0.60838	1.07411	0.13385	0.0	0.0	0.0	0.3284	0.1793	2.41418	0.17829	0.25376	0.15563	0.88832	0.8005	0.13126	0.02681	0.0	0.0	0.0	0.72233
s__Bacteroides_stercoris	0	0.0	0.34646	0.0	0.0	0.0	0.0	0.0	0.05009	0.0	0.0	2.32578	0.31333	0.85227	2.70024	0.0	0.0	0.51609	1.08607	0.0	0.0	0.0	0.0	0.0	0.0	0.01159	3.69491	0.06683	0.13635	0.0	0.0	2.0781	0.0	0.10339	0.0	0.0	0.0	0.0	0.0	1.38204	0.05734	0.00345	0.0	0.0	0.0
s__Lachnospira_pectinoschiza	0	0.0	0.25682	0.02535	0.0	0.01845	1.0479	0.0	0.00493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0791	0.10011	0.31582	0.0	0.27121	0.1784	0.0	0.0	0.15754	0.0	0.02805	0.0	0.0	0.0	2.21964	0.0	0.0	0.0	0.03599	0.60349	0.14216	0.70822	0.0	0.0
s__Bacteroides_ovatus	0	0.0	0.25221	0.0	0.0	0.00575	0.0	0.0	0.14213	0.0217	0.0	0.2025	1.11165	0.41524	0.26396	0.00573	0.13091	0.0	0.15646	0.10194	0.08547	0.00122	0.0946	0.08491	0.2566	0.36669	0.01751	0.0	0.74633	0.0	0.0	0.13291	0.33057	0.10816	0.36681	0.80498	0.01341	0.42288	3.1802	0.06796	0.0	0.06059	0.0	0.0	2.68562
s__Bacteroides_uniformis	0	0.0	0.2493	0.06906	0.0	0.11614	0.01771	0.75854	0.29244	0.28855	0.5213	0.35156	4.31333	2.01811	1.6998	0.017	9.87865	1.83523	0.687	0.04759	1.62245	0.00217	0.01283	0.26146	4.1377	13.04181	15.2608	0.64274	0.85207	0.0	0.0	11.73968	0.04672	3.5368	0.03795	0.08343	0.02342	1.42214	9.65957	2.47224	0.05614	0.0	0.0	0.0069	6.1925
s__Bacteroides_dorei	0	0.0	0.17949	0.0	0.0	0.0	0.0	0.0	0.00766	0.19352	0.0	0.0	0.0	0.09182	0.0	0.0	0.00651	0.0	0.02325	0.0	0.29908	0.0	0.0	0.0	0.07996	6.58042	0.0	1.06035	0.0	0.0	0.0	0.0	0.0	0.69918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_303	0	0.0	0.16448	0.08339	0.0	0.0	0.07937	0.0	0.00396	0.0	0.09071	0.04347	0.07123	0.0	0.0	0.0	0.0	0.03261	0.0	0.0	0.0	0.0	0.007	0.00168	0.0	0.04733	0.00321	0.04126	0.0	0.0	0.04155	0.21997	0.0	0.12368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02896	0.0	0.0
s__Clostridium_hiranonis	0	0.0	0.15583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_virosa	0	0.0	0.11987	0.0	0.0	0.0	0.00096	0.00219	0.00231	0.0	0.07045	0.01091	0.38468	0.0288	0.21362	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.1695	0.04251	0.00302	0.0	0.0	0.0	0.02539	0.0	0.00989	0.0	0.0	0.0	0.0	0.06397	0.2184	0.0	0.0	0.0	0.0	0.04257
s__Megamonas_hypermegale	0	0.0	0.07026	0.0	0.0	0.0	0.0	2.59213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11713	0.01983	0.0	0.0	0.0	0.0	0.0
s__Prevotella_bivia	0	0.0	0.04558	0.0	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.0
s__Alistipes_shahii	0	0.0	0.03937	0.00584	0.01926	0.0	0.0	0.00787	0.03376	0.01781	0.16631	0.04364	0.24891	0.11896	0.38324	0.0	0.0	0.0	0.05702	0.03691	0.50645	0.0	0.04549	0.00158	0.01346	0.24435	0.10944	0.01404	0.15041	0.0	0.0	0.76963	0.0372	0.08423	0.03849	0.0	0.02834	0.0	1.05646	0.0163	0.03458	0.0	0.0	0.03782	0.02637
s__Cutibacterium_acnes	0	0.0	0.0329	0.02067	0.0	0.0106	0.00567	0.0	0.02622	0.0176	0.0	0.0	0.03911	0.0	0.00925	0.02873	0.03645	0.0	0.00424	0.0194	0.02345	0.01346	0.0	0.00722	0.0	0.0	0.0	0.0	0.0	0.0	0.02181	0.0	0.00266	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_xylanisolvens	0	0.0	0.02519	0.0	0.0	0.00421	0.0	0.0441	0.17091	0.01402	0.02112	0.12313	0.02449	0.00911	0.90504	0.0	12.99625	0.05151	0.12043	0.00134	0.24663	0.03415	0.0	0.09815	0.18967	0.41343	0.64548	0.01103	1.09385	0.0	0.0	3.81553	0.0326	0.03059	0.03179	0.01883	0.01191	4.48751	1.28307	0.03381	0.14001	0.06533	0.0	0.0	0.08035
s__Ruminococcus_gnavus	0	0.0	0.02333	0.0	0.0	0.0	0.02286	0.02423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.04343	0.2301	0.0	0.0	0.0	0.0	0.01343	0.0	0.22492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45602	0.0	0.65761	0.0	0.02039	0.02931	0.0	0.0	0.0	0.0
