clade_name	NCBI_tax_id	C16-20005-GH	C16-20006-GH	C16-20007-GH	C16-20008-GH	C16-20009-GH	C16-20010-GH	C16-20011-GH	C16-20029-GH	C16-20030-GH	C16-20032-GH	C16-20047-GH	C16-20048-GH	C16-20049-GH	C16-20050-GH	C16-20065-GH	C16-20066-GH	C16-20073-GH	C16-20074-GH	C16-20108-GH	C16-20110-GH	C16-20111-GH	C16-20112-GH	C16-20113-GH	C16-20124-GH	C16-20125-GH	C16-20126-GH	C16-20127-GH	C16-20138-GH	C16-20241-GH	C16-20242-GH	C16-20243-GH	C16-20244-GH	C16-20245-GH	C16-20246-GH	C16-20247-GH	C16-20273-GH	C16-20274-GH	C16-20275-GH	C16-20288-GH	C16-20292-GH	C16-20362-GH	C16-20363-GH	C16-20374-GH	C16-20375-GH
s__Intestinibacter_bartlettii	0	0.0	0.02001	0.0	0.0	0.28439	0.02247	0.0	0.04447	0.0	0.0	0.0149	0.01929	0.00278	0.01699	0.0	0.00651	0.0127	0.0	0.01257	0.08698	0.05459	0.21332	0.00309	0.0	0.0	0.0	0.00778	0.0	0.04645	0.00156	0.00195	0.0	0.0	0.0	0.11261	0.23273	0.06359	0.04468	0.06081	0.16642	0.01858	0.02905	0.0	0.0
s__Turicibacter_sanguinis	0	0.0	0.01889	0.0	0.0	0.0	0.04835	0.0	0.00341	0.0	0.00525	0.00995	0.0	0.05779	0.00381	0.0	0.0	0.04436	0.0	0.0	0.03206	0.0	0.13628	0.01663	0.0	0.0	0.0	0.10934	0.0	0.085	0.0	0.0	0.0	0.0032	0.0	0.0	0.05447	0.0	0.13469	0.01016	0.0	0.00977	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.0	0.01752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30942	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8361	0.01739	0.01009	0.0	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.01612	0.04278	0.0	0.00227	0.0	0.01387	0.01986	0.01912	0.05517	13.67067	6.90041	0.34553	6.95424	0.0	0.0	0.0	0.04579	0.02879	0.62846	0.0	0.0	0.0013	0.57727	0.21072	0.38898	0.19671	6.82063	0.0529	0.0	0.05134	0.00836	0.09111	0.0	0.0	0.06235	0.0	0.123	4.09804	1.08501	0.0	0.0	0.0	0.14078
s__Lactobacillus_rogosae	0	0.0	0.00907	0.01433	0.0	0.01773	0.02493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01118	0.03895	0.00802	0.0	0.11189	0.00944	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.02656	0.0	0.0	0.0	0.03818	0.03542	0.04015	0.00636	0.0	0.0
s__Bacteroides_finegoldii	0	0.0	0.00709	0.0	0.0	0.0	0.0	0.0	0.00235	0.00081	0.0	0.0	0.0	0.0	0.12751	0.0	2.33615	0.08093	0.00679	0.00554	0.0	0.0	0.0	0.0	0.0	0.43136	0.0	0.0	0.0	0.0	0.0	0.0	0.05089	0.0	0.04641	0.0	0.0	0.0	0.0	0.46676	0.0	0.00548	0.0	0.0	0.84085
s__Parabacteroides_goldsteinii	0	0.0	0.00653	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.01721	0.08329	0.22805	0.0	0.0	0.0	0.93152	0.0	0.01405	0.0	0.0	0.0	0.00732	0.0	0.0	0.12317	0.90816	0.06563	0.23798	0.0	0.0	0.2821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.0	0.0	0.0	0.0	0.07685
s__Bacteroides_fragilis	0	0.0	0.00493	0.02575	0.23226	0.0	0.0	0.11359	0.0	0.0	0.0	0.0	0.08581	0.0	0.38317	0.45059	16.61222	0.26748	0.04465	0.0	0.0	0.0	0.04528	0.02845	0.0	0.0	0.7744	0.11334	0.0	0.0	0.0	0.65668	0.0	0.01319	0.0	0.44176	0.0	9.68817	0.0	0.68446	1.77455	2.91823	0.0	0.0	0.04221
s__Bacteroides_galacturonicus	0	0.0	0.00308	0.0	0.0	0.0	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02187	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18814	0.052	0.11713	0.0	0.0
s__Veillonella_infantium	0	0.0	0.00196	0.03449	0.0	0.1943	0.0823	0.01379	0.02623	0.0	0.14782	0.02371	0.0	0.13688	0.00192	0.02597	0.00566	1.03233	0.06128	0.0	0.01575	0.01447	0.00796	0.49769	0.05843	0.01853	0.00251	0.0	0.19044	0.02069	0.00131	0.05253	0.20953	0.0	0.12488	1.60903	0.04426	0.02838	0.01644	0.0	0.30413	0.02351	0.0	0.0	0.00721
s__Ralstonia_pickettii	0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.00934	0.0	0.0	0.00039	0.00058	0.0	0.0	0.0	0.00109	0.01311	0.04195	0.0	0.0	0.0	0.0	0.02924	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.21127
s__Prevotella_sp_885	0	0.0	0.0	2.76274	16.82452	1.62759	3.65257	0.0	0.0	0.0	1.75077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35122	3.50649	0.0	0.0	7.71791	0.0	0.0	0.1139	0.0	0.0	0.0	5.57299	1.38203	17.33098	0.75627	14.44099	0.83702	0.0	0.0	27.4945	0.0	0.0	0.0	0.0	0.35065	0.00223	0.0
s__Ruminococcus_lactaris	0	0.0	0.0	1.1095	0.0	0.8123	0.07279	0.10567	0.0	0.0	0.17169	0.25318	0.03074	0.95775	0.0	0.0	0.0	0.6924	0.22174	0.05953	0.7113	0.03519	0.21043	0.20083	0.0	0.08539	0.04042	1.04216	0.0	0.0	0.0	0.22829	1.83024	0.00431	2.20282	0.0	0.24197	0.0	0.0	0.0	0.38633	0.0	0.06806	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.17522	0.0	0.32986	0.03359	0.02979	0.05503	0.0	0.19574	0.00803	0.00127	0.16705	0.0	0.00483	0.00319	3.86165	0.12638	0.0	0.05525	0.01336	0.02533	1.13392	0.14995	0.03423	0.02755	0.01774	0.2059	0.05359	0.0	0.07833	0.30999	0.0	0.27702	2.29095	0.03813	0.02845	0.03922	0.00719	0.57919	0.08194	0.0	0.0	0.00084
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.1531	0.0	0.07587	0.85648	0.0	0.00253	0.0	0.0	0.04213	0.05073	0.25102	0.0	0.0	0.0	0.0	0.0	0.0693	0.02143	0.0	0.03089	0.0	0.0	0.23483	0.0	0.04659	0.0	0.01843	0.01332	0.0	0.0	0.24733	0.0	0.16733	0.02927	0.0	0.00083	0.63056	0.00229	0.00701	0.0	0.0	0.11685
s__Veillonella_atypica	0	0.0	0.0	0.04599	0.00583	0.09723	0.0	0.01205	0.02756	0.0	0.03225	0.0	0.0	0.0	0.0	0.00284	0.0	8.55216	0.18593	0.0	0.0	0.0	0.07407	0.49533	0.03105	0.0	0.01138	0.03459	0.13267	0.00373	0.0	0.22575	0.184	0.0	0.13301	2.39769	0.01189	0.0	0.01322	0.00171	1.42597	0.04989	0.0	0.0	0.0
s__Campylobacter_concisus	0	0.0	0.0	0.03406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.01278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01988	0.0	0.00962	0.01777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_mucosa	0	0.0	0.0	0.02677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aggregatibacter_segnis	0	0.0	0.0	0.02654	0.0	0.0	0.01529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.00156	0.00326	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_ventriosum	0	0.0	0.0	0.0227	0.0	0.01283	0.0	0.0	0.03671	0.0	0.21377	0.0	0.13801	0.08336	0.00633	0.0	0.0	0.34936	0.46645	0.00257	0.00805	0.0	0.00146	0.0	0.0	0.0	0.01163	0.0	0.14866	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.08623	0.0011	0.0	0.0	0.00842	0.03364	0.05034
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.02047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01893	0.00793	0.0	0.0	0.0	0.0	0.0	0.19592	0.44013	0.15867	0.03587	0.06488	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65718	0.0	0.0	0.0	0.0	0.25443	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.016	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17471	0.0	0.0	0.19394	0.0	0.0	0.0	0.605	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.0	0.01585	0.0	0.0	0.01352	0.00866	0.0	0.0	0.0056	0.00523	0.0	0.0	0.0	0.0	0.0	0.00795	0.0	0.0	0.0	0.0	0.08683	0.00881	0.0	0.0	0.0	0.0	0.0	0.00279	0.0	0.0174	0.03982	0.0	0.05028	0.02778	0.0	0.0	0.0	0.0	0.00722	0.0	0.0	0.0	0.0
s__Streptococcus_infantis	0	0.0	0.0	0.01572	0.0	0.0	0.04595	0.00084	0.0	0.0	0.00506	0.01553	0.0	0.01052	0.00748	0.20855	0.00096	0.08298	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.07484	0.0	0.0279	0.03491	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.00187
s__Campylobacter_jejuni	0	0.0	0.0	0.01364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01744	0.0	0.00496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_corporis	0	0.0	0.0	0.01358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04673	0.0	0.0	0.0	0.0
s__Porphyromonas_gingivalis	0	0.0	0.0	0.01272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.0	0.0	0.01222	0.0	0.13741	0.36653	0.0	0.09795	0.0	0.001	0.0	0.22597	0.01709	0.0	0.02448	0.0	4.25468	0.01023	0.0	2.21043	0.83774	1.20231	0.17198	0.46792	3.00942	0.0	1.09836	1.14472	0.01233	0.0223	0.31419	0.0	0.7988	0.0	0.01687	0.11278	0.0	0.18661	0.06171	0.0	0.48545	0.02089	0.0	0.01249
s__Veillonella_rogosae	0	0.0	0.0	0.00701	0.0	0.04981	0.01683	0.00321	0.0	0.0	0.05783	0.00688	0.0	0.1095	0.00355	0.0	0.00118	1.83968	0.06854	0.0	0.0	0.00243	0.0	0.21878	0.0	0.0	0.00159	0.0	0.05736	0.0	0.0	0.0	0.01226	0.0	0.00601	0.01532	0.00879	0.0	0.0314	0.0	0.02378	0.01222	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.01705	0.0	0.0	0.0	0.0	0.00306	0.0002	0.0	0.0	0.05777	0.0	0.0	0.0	0.0	0.0	0.0	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.00212
s__Streptococcus_sanguinis	0	0.0	0.0	0.0047	0.0	0.0	0.0	0.00737	0.00898	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04913	0.0	0.0	0.0	0.0
s__Veillonella_tobetsuensis	0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.02242	0.0	0.0	0.00473	0.0	0.00508	0.0	0.96573	0.01087	0.0	0.0	0.0	0.0	0.0	0.04612	0.0	0.0	0.00439	0.0123	0.0	0.0	0.00588	0.0	0.0	0.0	0.11159	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0
s__Neisseria_sicca	0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sulci	0	0.0	0.0	0.00384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_A12	0	0.0	0.0	0.00379	0.0061	0.0	0.0	0.00707	0.0	0.0	0.01037	0.0	0.0	0.0	0.0	0.04799	0.00044	0.00542	0.0	0.0	0.00991	0.00073	0.00833	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.01068	0.0	0.0	0.01751	0.0	0.0	0.0	0.00038
s__Veillonella_rodentium	0	0.0	0.0	0.00277	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03514	0.0	0.0	0.0	0.0	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.00214	0.0	0.0	0.02155	0.0	0.0	0.0	0.00409	0.01458	0.0	0.0	0.0	0.12117	0.01868	0.26544	0.0	0.0	0.0	0.0	0.0	0.0	0.01533	0.01421	0.0	0.0	0.0	0.0	0.0	0.0	0.03548	0.0	0.02338	0.04135	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.00305
s__Roseburia_faecis	0	0.0	0.0	0.00083	0.0	0.23683	0.22475	0.0	0.56946	0.0889	0.0	0.76619	0.15643	1.90404	0.61354	0.0	0.0	1.1287	0.0	4.58622	0.82542	3.80502	3.81691	1.31128	1.32109	0.07701	5.42127	1.46314	0.0	1.79359	0.02083	2.37777	0.0	0.38018	0.0	0.0	3.73497	17.60536	0.54867	1.00377	2.01934	4.0227	4.01576	0.12679	0.0
s__Lactobacillus_ruminis	0	0.0	0.0	0.00082	0.0	0.0	0.0	0.05442	0.0	0.0	0.0	0.0	0.0	0.00762	0.0	0.0	0.0	0.02003	0.0	0.0	0.16271	0.00218	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.62812	2.39022	0.0	0.0	0.0
s__Helicobacter_cinaedi	0	0.0	0.0	0.0	2.89232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66703	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	2.07317	0.0	0.0	0.00736	0.0	0.0	0.20245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98665	0.0	0.0
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	1.54597	0.0	0.0	0.0	0.0	0.0	0.07136	0.0	0.0	0.0	2.34915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02571	0.0	0.0	0.0	0.09873	0.0	0.0	0.0	0.36414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Treponema_succinifaciens	0	0.0	0.0	0.0	0.22974	0.51411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52029	1.80748	0.0
s__Weissella_confusa	0	0.0	0.0	0.0	0.21449	0.02293	0.38159	0.0	0.00364	0.0	0.04295	0.0	0.0	0.06357	0.0	0.00233	0.0	0.00977	0.00853	0.02751	0.20634	0.10605	0.0	0.03434	0.11847	0.06632	0.05303	0.00311	0.04298	0.19253	0.0	0.0	0.0	0.0	0.0	0.13842	0.0	0.0349	0.0	1.30047	0.03757	0.0	0.00413	0.0	0.0032
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.13547	0.12948	0.0	0.0	0.0	0.06441	0.0	0.17952	0.00263	0.01959	0.0	0.0	0.0	0.0	0.0	0.34584	0.0	0.0	0.0	0.00512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.10133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.0	0.0	0.03201	0.0	0.0	0.0221	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.01735	0.0	0.0	0.0	0.0011	0.0	0.0	0.00163	0.0	0.0	0.03263	0.0	0.00747	0.01871	0.01675	0.0012	0.00493	0.0	0.04961	0.0	0.0	0.0	0.0	0.00298	0.00732	0.0	0.0	0.0	0.0	0.01884
s__Morococcus_cerebrosus	0	0.0	0.0	0.0	0.01303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_488	0	0.0	0.0	0.0	0.01216	0.0802	0.0	0.0	0.16653	2.8912	1.37068	0.0	0.04422	1.69675	0.6184	0.0	0.0	0.0	0.0	7.40011	0.0	0.34729	0.0	0.0	0.72838	0.0	0.0	0.15155	0.08976	0.0	0.08268	0.0	0.0	0.03398	0.0	0.0	1.6293	0.0	0.0	0.0	0.0	0.0	0.0	3.93887	0.0
s__Lactococcus_garvieae	0	0.0	0.0	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Gastranaerophilales_bacterium_HUM_9	0	0.0	0.0	0.0	0.01154	0.0	0.0	0.0	0.0	0.30405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.07272	0.0	0.0	0.0	0.0	0.0	0.65056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.00547	0.26328	2.14628	0.03117	0.04504	0.16987	0.18533	0.09831	0.00486	0.20544	0.0	1.50751	1.35214	0.12906	0.19208	0.03153	0.20428	0.0	0.0	0.0	0.39689	0.08961	0.35029	0.20605	0.01906	0.36848	0.14183	0.0263	0.0	0.0	0.0	0.17013	0.0	0.0	0.00547	0.59839	0.79222	0.0	0.0	0.03158	3.14677
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.0	0.00446	0.00376	0.00708	0.0	0.01533	0.00587	0.0	0.0	1.95202	0.00876	0.0	0.0	0.0	0.0	0.0	0.00581	0.0	0.00587	0.01236	0.0	0.0	0.0	0.00156	0.00363	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01202	0.0
s__Streptococcus_infantarius	0	0.0	0.0	0.0	0.0	0.99414	2.90036	0.0	0.0	0.0	0.30363	0.0	0.0	0.81927	0.0	0.01848	0.0	0.0	0.0	0.23868	0.0	0.0	0.0	0.0	0.01601	0.0277	0.00387	0.0	0.0	0.61152	0.0	0.02091	0.0	0.0	0.0	0.0	0.01066	0.48447	0.19309	1.14954	0.00952	0.00563	0.0992	0.0	0.0
s__Helicobacter_fennelliae	0	0.0	0.0	0.0	0.0	0.46555	0.0	0.17714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.0	0.0	0.0	0.24408	0.01792	0.00041	0.0	0.00883	0.0	0.01141	0.0	0.0	0.0	0.00182	0.08414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04247	0.0	0.007	0.0022	0.0	0.0366	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.02618	0.07247	0.0	0.0	0.0	0.03271
s__Prevotella_sp_CAG_873	0	0.0	0.0	0.0	0.0	0.16168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_quasipneumoniae	0	0.0	0.0	0.0	0.0	0.14531	0.90775	0.00328	0.01301	0.05318	0.06419	0.03575	0.0	0.02499	0.0	0.5168	0.52746	0.03236	0.03752	0.00665	0.03626	0.0	0.0	0.0	0.20264	0.03945	0.15417	0.04374	0.0	0.06964	0.00681	0.0	0.0	0.0	0.0	0.07736	0.0	0.0	0.02647	0.0894	0.27681	0.0	0.0	0.0	0.97044
