clade_name	NCBI_tax_id	C16-20005-GH	C16-20006-GH	C16-20007-GH	C16-20008-GH	C16-20009-GH	C16-20010-GH	C16-20011-GH	C16-20029-GH	C16-20030-GH	C16-20032-GH	C16-20047-GH	C16-20048-GH	C16-20049-GH	C16-20050-GH	C16-20065-GH	C16-20066-GH	C16-20073-GH	C16-20074-GH	C16-20108-GH	C16-20110-GH	C16-20111-GH	C16-20112-GH	C16-20113-GH	C16-20124-GH	C16-20125-GH	C16-20126-GH	C16-20127-GH	C16-20138-GH	C16-20241-GH	C16-20242-GH	C16-20243-GH	C16-20244-GH	C16-20245-GH	C16-20246-GH	C16-20247-GH	C16-20273-GH	C16-20274-GH	C16-20275-GH	C16-20288-GH	C16-20292-GH	C16-20362-GH	C16-20363-GH	C16-20374-GH	C16-20375-GH
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.0	0.0	0.08359	0.0	0.0	0.0	1.36504	0.01056	0.0	0.0	0.0	0.0	0.0	0.25	0.01787	0.25614	1.06895	0.08421	0.00339	0.18605	0.0	0.0	0.28189	0.0	0.0	0.0	0.63201	0.0	0.68626	0.37563	0.0	0.26057	0.01386	0.01526	0.0	0.87662	0.0	0.21704	0.88081	0.71919	0.27184	0.0
s__Klebsiella_variicola	0	0.0	0.0	0.0	0.0	0.08284	0.58953	0.02693	0.00346	0.06511	0.05141	0.03592	0.0	0.11162	0.0	0.90441	1.10841	0.12036	0.26081	0.01584	0.04406	0.0	0.0	0.0	0.16508	0.03811	0.10269	0.03511	0.00772	0.12228	0.04677	0.03269	0.0	0.0	0.0	0.06096	0.0	0.0	0.0	0.31125	0.57248	0.0	0.0	0.03751	2.34227
s__Clostridium_sp_CAG_253	0	0.0	0.0	0.0	0.0	0.08228	0.07873	0.0	0.0	0.0	0.0	0.02616	0.05294	0.01386	0.0	0.0	0.0	0.0	0.0	0.0	0.03214	0.0	0.0	0.0	0.0	0.0	0.0	0.0624	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.0023	0.01567	0.0	0.0	0.0	0.0	0.01001	0.0	0.0	0.00571
s__Comamonas_kerstersii	0	0.0	0.0	0.0	0.0	0.05252	0.14753	0.0	0.31295	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11765	0.0	0.0	0.0	0.0	0.06288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00717	0.00188	0.0	0.0	0.0
s__Streptococcus_lutetiensis	0	0.0	0.0	0.0	0.0	0.04498	0.03846	0.0	0.00514	0.0	0.01331	0.0	0.0	0.01333	0.0	0.00565	0.0	0.22345	0.0	0.12969	0.0	0.08199	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.57456	0.0	0.0	0.0	0.0	0.0	0.01368	0.36533	0.23178	0.02627	0.17248	0.0	0.03555	0.0	0.0	0.03271
s__Methanobrevibacter_smithii	0	0.0	0.0	0.0	0.0	0.03481	0.01753	0.0	0.0	0.0	0.0	0.0	0.0	0.09846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17375	0.0	0.0	0.0	0.0	0.0	0.0	0.81167	0.0
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.03277	0.02487	0.0	0.0	0.18317	0.0	0.12376	0.0	0.08008	0.09329	0.10866	0.0	0.0	0.01232	0.0	0.16446	0.00135	0.0	0.0	0.0	0.0	0.0	0.05384	0.0	0.07947	0.17761	0.07473	0.0	0.0	0.0	0.0	0.13351	0.0	0.0	0.0	0.02635	0.04017	0.00309	0.10128	0.0
s__Bacteroides_eggerthii	0	0.0	0.0	0.0	0.0	0.02865	0.0	0.24819	0.0	0.0	0.0	0.39152	0.00109	0.69084	0.0	0.0	0.0	0.0	0.05221	0.0	0.0	0.0	0.0	0.0	0.01209	0.49929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13116	0.0	0.0	0.0	0.0	4.22766
s__Enterococcus_faecium	0	0.0	0.0	0.0	0.0	0.01792	0.02584	4.18042	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leuconostoc_garlicum	0	0.0	0.0	0.0	0.0	0.00944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0	0.00954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.0	0.0	0.0	0.0	0.00696	0.0	0.0	0.04199	0.0	0.07176	0.0	0.0	0.0	0.00512	0.0	0.0	0.01687	0.0	0.0	0.0	0.082	0.10366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0361	0.0	0.0	0.0	0.01629	0.0	0.0	0.0	0.0
s__Enterococcus_hirae	0	0.0	0.0	0.0	0.0	0.0018	0.02733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.00562	0.0	0.0	0.05259	0.03281	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.0	0.11848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.0	0.0	0.0	0.23389	0.0	0.0	0.03088	0.0	5.9988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.09328	5.08259	0.0	0.0	0.0	0.0	11.18349	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	3.22091	0.0	0.0
s__Eubacterium_sp_CAG_786	0	0.0	0.0	0.0	0.0	0.0	0.10875	0.0	1.29545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_791	0	0.0	0.0	0.0	0.0	0.0	0.08305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_624	0	0.0	0.0	0.0	0.0	0.0	0.06134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_cibaria	0	0.0	0.0	0.0	0.0	0.0	0.04152	0.0	0.0	0.0	0.01639	0.0	0.0	0.00334	0.0	0.0	0.0	0.00293	0.0	0.0	0.00089	0.00234	0.0	0.02418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10025	0.0	0.0	0.0	0.12024	0.01758	0.0	0.0	0.0	0.0
s__Haemophilus_paraphrohaemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.02075	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.10171	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.11767	0.0	0.06496	0.12596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.0	0.01888	0.00076	0.0	0.0	0.00628	0.01392	0.0	0.01311	0.0	0.30872	0.00274	0.02623	0.0	0.0	0.0	0.0	0.00172	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.0	0.00968	0.0	0.0	0.02173	0.0	0.0	0.01054	0.0	0.0	0.0	0.0
s__Paraclostridium_bifermentans	0	0.0	0.0	0.0	0.0	0.0	0.01806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_mori	0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03462	0.0	0.0	0.0	0.0	0.00683
s__Atopobium_deltae	0	0.0	0.0	0.0	0.0	0.0	0.00461	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.0
s__Streptococcus_sp_M334	0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0	0.0	0.00264	0.0	0.0	0.00292	0.0	0.00296	0.00375	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0016	0.00319	0.00853	0.0	0.0	0.0	0.0
s__Parabacteroides_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.40434	0.0	0.0	0.0	0.0	0.03049	0.0	0.0	0.0	0.00919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_albertii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.32459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_plebeius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.16494	0.05228	0.0	0.0	0.0	0.0	0.74346	0.0	0.0	0.0	4.38189	0.0	0.0	0.0	0.0	0.0	0.0	0.26533	3.11233	0.0	0.0	0.0	0.0	0.0	6.98149	0.0	0.0	0.0	0.0	0.0	0.0	4.98222	11.61609	0.0	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.11556	0.0	0.0	0.0	1.44241	0.15281	0.41821	1.52523	0.0	0.0	0.0	0.15745	0.46995	1.27549	0.00461	0.15461	0.0148	0.24334	0.31713	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37152	0.0	5.11909	0.40977	0.26272	0.0206	0.0	0.0	1.00657
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.10659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23901	0.0	0.0	5.89761	0.0	0.0	0.0	0.0	0.18675	0.0
s__Bifidobacterium_longum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06398	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.01035	5.55499	0.04619	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.3582	0.00232	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.38583	2.53357	0.12812	0.85285	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22238	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30709	0.0	0.0	0.0	0.0	0.0	0.25394	0.0	0.0	0.0
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02364	0.0	0.0	0.0	0.0	0.03019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01875	0.0	0.0	0.0	0.0	0.0	0.01482	0.0	0.0
s__Providencia_alcalifaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_indistinctus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01977	0.01918	0.0	0.0	0.0	0.00979	0.0	0.06091	0.0	0.02619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07275	0.08323	0.0	0.0	0.00813	0.0	0.0	0.0057	0.0	0.00266	0.0	0.00021	0.05309	0.0	0.05861	0.0	0.05391	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01516	0.0	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.0	0.00404	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01173	0.00176	0.0	0.0019	0.03226	0.0	0.0	0.0	0.02118	0.0	0.00886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.00131	0.0	0.0068	0.0	0.00835	0.01582	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.00294	0.0
s__Parasutterella_excrementihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.0	0.00664	0.0	0.00617	0.00789	0.00353	0.07812	0.0	0.01763	0.07372	0.0	0.0	0.00474	0.0	0.0	0.0	0.0	0.0	0.46638	0.0	0.00318	0.0	0.0	0.0	0.0	0.02371	0.0	0.0	0.0	0.0	0.0	0.11446	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.00958	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.00277	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00522	0.0
s__Atopobium_parvulum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.09933	0.0	5.49058	0.11707	0.0	0.0	0.05519	0.0	0.0	0.0	0.0	0.0	0.02102	0.0	0.0	0.0	1.28514	0.04736	0.39223	0.0	0.0	4.47329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.00535	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.00133	0.0	0.00711	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_gallinarum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.02225	0.0
s__Actinomyces_sp_HPA0247	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.00584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.00936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_peroris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_micronuciformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04123	0.0	0.0	0.0	0.0
s__Acinetobacter_indicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_sp_CAG_357	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6156	0.0	0.0	0.0	1.99793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02219	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_faecium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02455	0.0	0.0	0.0	0.20107	0.0	0.0	0.0	0.0	0.22411	0.0	0.0	0.02019	0.0	0.0	0.0	0.0	0.0	0.04601	0.0	0.76128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90368	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168	0.0	0.00346	0.02179	0.0	0.0	0.0	0.04037	0.00299	0.0	0.0	0.0	0.0	0.00213	0.01989	0.0672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09247	0.0	0.0	0.0	0.0
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_aerogenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08673	0.0	0.0	0.0	0.00631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05112	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.15184	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0273	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04496	0.0	0.0	0.01588	0.0
s__Streptococcus_salivarius_CAG_79	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fretibacterium_fastidiosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0
s__Bacteroides_faecichinchillae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.00153	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.00023	0.0	0.0	0.0	0.00854	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.1668	0.0	0.16341	0.0	0.0	0.0	0.47953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51058	0.10957	0.0	0.0	0.0
s__Enorma_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.00111	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.00169	0.0	0.0	0.0	0.0
s__Mitsuokella_jalaludinii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.01311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01983	0.0	0.0	0.0	0.0	0.0	0.16211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00496	0.0	0.0	0.0	0.04846	0.0	0.0	0.0	0.0	0.00699
s__Neisseria_subflava	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.07703	0.0	0.0	0.0	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02777	0.0	0.02817	0.00188	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
