study	display_name	model	model_key	rmse	mae	recon_loss	kl_divergence	balanced_accuracy	f1_macro	auroc	balanced_accuracy_std	f1_macro_std	auroc_std	n_seeds	latent_dim	epochs
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.0943	0.0311	41.5668	58.0236	0.9298	0.9368	0.9779	0.0012	0.0016	0.0003	5	24	
HMP_2019_ibdmdb	HMP_2019_ibdmdb	PhyloFusion VAE	fuse-vae	0.0652	0.0238	0.0011	57.5466	0.9283	0.9342	0.9729	0.0018	0.0015	0.0003	5	24	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	$\beta$-VAE	beta-vae	0.0758	0.0277	0.0016	40.9759	0.9259	0.9303	0.9723	0.0018	0.0017	0.001	5	20	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Graph VAE	graph-vae	0.0876	0.0291	0.0021	48.3653	0.9255	0.928	0.9734	0.0017	0.0014	0.0008	5	24	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Hyperbolic VAE	hyp-vae	0.0658	0.0246	0.0015	36.5517	0.9251	0.9299	0.9751	0.0011	0.001	0.0005	5	20	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	PhILR-VAE	philrvae	0.0433	0.0097	39.2785	50.2747	0.9231	0.9291	0.9779	0.0019	0.002	0.0009	5	20	
HMP_2019_ibdmdb	HMP_2019_ibdmdb	TreeNB-VAE	treenbvae	0.0529	0.0114	40.2896	36.7465	0.9194	0.9241	0.971	0.0011	0.001	0.0006	5	16	
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Hyp+Tax VAE	hyp-tax-vae	0.1113	0.0311	0.0031	15.7959	0.9176	0.9218	0.974	0.0018	0.0017	0.0006	5	16	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Tax-aware VAE	tax-vae	0.0954	0.0273	0.0024	18.537	0.9067	0.91	0.9646	0.0014	0.0014	0.0011	5	9	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	dsvae-sup	dsvae-sup	0.1944	0.053	81.4784	17.4593	0.8999	0.904	0.9604	0.0021	0.0017	0.0005	5	32	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	TreePrior VAE	treeprior-vae	0.1075	0.0305	0.0036	14.7676	0.8903	0.8939	0.9586	0.0006	0.0006	0.0006	5	20	100.0
HMP_2019_ibdmdb	HMP_2019_ibdmdb	Vanilla VAE	vanilla-vae	0.2073	0.0508	0.0104	0.4114	0.7208	0.7127	0.801	0.0022	0.0023	0.0019	5	4	100.0
HMP_2019_t2d	HMP_2019_t2d	TreePrior VAE	treeprior-vae	0.1349	0.0518	0.0052	17.0558	0.9236	0.9124	0.987	0.0088	0.0057	0.002	5	6	100.0
HMP_2019_t2d	HMP_2019_t2d	$\beta$-VAE	beta-vae	0.1072	0.0419	0.0029	13.1508	0.8868	0.8918	0.9933	0.0104	0.0076	0.0012	5	12	100.0
HMP_2019_t2d	HMP_2019_t2d	dsvae-unsup	dsvae-unsup	0.1048	0.0321	62.71	11.0015	0.863	0.8758	0.9912	0.0087	0.0058	0.0006	5	32	100.0
HMP_2019_t2d	HMP_2019_t2d	Hyp+Tax VAE	hyp-tax-vae	0.0852	0.0337	0.0018	28.9186	0.8613	0.8736	0.9796	0.0094	0.0062	0.0027	5	16	100.0
HMP_2019_t2d	HMP_2019_t2d	Tax-aware VAE	tax-vae	0.0939	0.0392	0.0029	21.1626	0.8461	0.8466	0.972	0.0098	0.0122	0.005	5	9	100.0
HMP_2019_t2d	HMP_2019_t2d	PhyloFusion VAE	fuse-vae	0.0999	0.0455	0.0039	13.2528	0.8442	0.8611	0.9776	0.0175	0.018	0.002	5	14	100.0
HMP_2019_t2d	HMP_2019_t2d	dsvae-sup	dsvae-sup	0.217	0.082	99.2625	9.2021	0.8227	0.8356	0.9838	0.0101	0.0086	0.0009	5	32	100.0
HMP_2019_t2d	HMP_2019_t2d	Hyperbolic VAE	hyp-vae	0.0881	0.0379	0.0021	21.6735	0.7998	0.8239	0.9599	0.0048	0.0048	0.0021	5	9	100.0
HMP_2019_t2d	HMP_2019_t2d	TreeDirichlet VAE	treedirichlet-vae	0.0608	0.0321	-3103.1427	59.6729	0.7832	0.802	0.9624	0.0084	0.0072	0.0013	5	16	
HMP_2019_t2d	HMP_2019_t2d	PhILR-Gauss VAE	philr-gauss-vae	0.2095	0.178	0.0064	48.6233	0.7817	0.8089	0.975	0.0113	0.0112	0.0027	5	16	
HMP_2019_t2d	HMP_2019_t2d	PhILR-VAE	philrvae	0.0444	0.0139	49.6292	66.9494	0.7746	0.7977	0.959	0.0151	0.0178	0.0018	5	20	
HMP_2019_t2d	HMP_2019_t2d	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.3092	0.097	50.4619	39.501	0.7677	0.7949	0.9612	0.0063	0.0069	0.0029	5	16	
HMP_2019_t2d	HMP_2019_t2d	TreeNB-VAE	treenbvae	0.0694	0.02	52.2527	42.5422	0.7565	0.7787	0.9532	0.0085	0.0097	0.0032	5	16	
HMP_2019_t2d	HMP_2019_t2d	Hyp-PhILR-NB VAE	hyp-philrvae	0.0682	0.0207	51.539	27.9915	0.7548	0.787	0.9698	0.0065	0.0084	0.0034	5	14	
HMP_2019_t2d	HMP_2019_t2d	Vanilla VAE	vanilla-vae	0.2507	0.0894	0.0169	0.8783	0.6299	0.6392	0.8812	0.0052	0.0077	0.0018	5	6	100.0
HMP_2019_t2d	HMP_2019_t2d	Graph VAE	graph-vae	0.2272	0.0778	0.013	4.6059	0.6119	0.5888	0.8032	0.0096	0.0103	0.0039	5	13	100.0
HallAB_2017	HallAB_2017	TreeDirichlet VAE	treedirichlet-vae	0.1446	0.0889	-4167.068	28.4469	0.9282	0.9311	0.9727	0.0009	0.0013	0.001	5	10	
HallAB_2017	HallAB_2017	dsvae-unsup	dsvae-unsup	0.1001	0.0259	64.1398	13.1775	0.9229	0.9252	0.9736	0.0034	0.0031	0.0015	5	32	100.0
HallAB_2017	HallAB_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.1302	0.0485	57.6262	54.2795	0.9198	0.9244	0.9778	0.0046	0.0034	0.0022	5	24	
HallAB_2017	HallAB_2017	Hyp+Tax VAE	hyp-tax-vae	0.1402	0.0471	0.0055	15.8001	0.9197	0.9232	0.9719	0.0021	0.0026	0.0021	5	11	100.0
HallAB_2017	HallAB_2017	dsvae-sup	dsvae-sup	0.2152	0.074	113.3369	9.5817	0.9175	0.918	0.9711	0.004	0.0041	0.0011	5	32	100.0
HallAB_2017	HallAB_2017	Tax-aware VAE	tax-vae	0.1216	0.0405	0.0148	28.251	0.9027	0.905	0.9678	0.0023	0.002	0.0011	5	13	100.0
HallAB_2017	HallAB_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.0809	0.0267	54.0815	62.0844	0.894	0.904	0.962	0.0034	0.004	0.0023	5	24	
HallAB_2017	HallAB_2017	Hyperbolic VAE	hyp-vae	0.1459	0.0491	0.0064	8.2624	0.8938	0.8963	0.942	0.0028	0.0026	0.001	5	8	100.0
HallAB_2017	HallAB_2017	$\beta$-VAE	beta-vae	0.1106	0.0419	0.0032	18.9594	0.8904	0.8965	0.9525	0.0045	0.005	0.0018	5	13	100.0
HallAB_2017	HallAB_2017	PhILR-VAE	philrvae	0.0706	0.0185	53.7454	37.1384	0.8836	0.8925	0.9575	0.0035	0.0036	0.0016	5	16	
HallAB_2017	HallAB_2017	TreeNB-VAE	treenbvae	0.072	0.0175	50.6144	61.3382	0.8825	0.887	0.9445	0.0047	0.0051	0.0024	5	10	
HallAB_2017	HallAB_2017	PhILR-Gauss VAE	philr-gauss-vae	0.196	0.1526	0.0075	48.3464	0.8664	0.8744	0.9443	0.0037	0.0021	0.004	5	20	
HallAB_2017	HallAB_2017	Vanilla VAE	vanilla-vae	0.2415	0.0761	0.0147	0.6077	0.8512	0.8462	0.9218	0.0038	0.004	0.0021	5	12	100.0
HallAB_2017	HallAB_2017	PhyloFusion VAE	fuse-vae	0.1771	0.0537	0.0091	8.822	0.8468	0.8461	0.9302	0.0042	0.0048	0.0017	5	16	100.0
HallAB_2017	HallAB_2017	Graph VAE	graph-vae	0.2165	0.0658	0.0116	3.5197	0.8133	0.8132	0.8735	0.0037	0.0039	0.0051	5	20	100.0
HallAB_2017	HallAB_2017	TreePrior VAE	treeprior-vae	0.2224	0.0684	0.0122	3.1476	0.6972	0.687	0.7854	0.0043	0.004	0.0037	5	16	100.0
HanniganGD_2017	HanniganGD_2017	Graph VAE	graph-vae	0.3127	0.1124	0.0238	0.7031	0.4031	0.39	0.5599	0.0082	0.0093	0.0115	5	20	100.0
HanniganGD_2017	HanniganGD_2017	Hyperbolic VAE	hyp-vae	0.3123	0.1105	0.0247	0.0003	0.3612	0.348	0.519	0.0102	0.011	0.0134	5	5	100.0
HanniganGD_2017	HanniganGD_2017	Vanilla VAE	vanilla-vae	0.3091	0.1157	0.0251	0.2916	0.348	0.3339	0.4925	0.0114	0.0112	0.0071	5	16	100.0
HanniganGD_2017	HanniganGD_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.3284	0.1195	56.0492	47.005	0.3461	0.333	0.5201	0.0135	0.0131	0.0072	5	11	
HanniganGD_2017	HanniganGD_2017	PhyloFusion VAE	fuse-vae	0.1454	0.0716	0.0059	23.9466	0.3412	0.3298	0.4998	0.005	0.003	0.0041	5	15	100.0
HanniganGD_2017	HanniganGD_2017	PhILR-VAE	philrvae	0.1285	0.0492	61.4843	13.006	0.3196	0.306	0.4795	0.0211	0.0199	0.0115	5	20	
HanniganGD_2017	HanniganGD_2017	dsvae-unsup	dsvae-unsup	0.1491	0.0524	63.5667	15.8426	0.3184	0.3052	0.4897	0.0089	0.0096	0.0087	5	32	100.0
HanniganGD_2017	HanniganGD_2017	dsvae-sup	dsvae-sup	0.3805	0.2823	223.0648	24.2021	0.3152	0.3016	0.4707	0.0188	0.0201	0.0066	5	32	100.0
HanniganGD_2017	HanniganGD_2017	Tax-aware VAE	tax-vae	0.1948	0.0895	0.0107	19.8788	0.3144	0.3017	0.448	0.0142	0.0142	0.0101	5	16	100.0
HanniganGD_2017	HanniganGD_2017	$\beta$-VAE	beta-vae	0.0982	0.0487	0.0025	54.3847	0.3132	0.3004	0.4481	0.0091	0.0108	0.0124	5	24	100.0
HanniganGD_2017	HanniganGD_2017	TreePrior VAE	treeprior-vae	0.2827	0.1111	0.0202	7.8965	0.3117	0.2986	0.4578	0.0069	0.005	0.0035	5	20	100.0
HanniganGD_2017	HanniganGD_2017	TreeDirichlet VAE	treedirichlet-vae	0.3346	0.2452	-2265.9116	2.5531	0.3026	0.289	0.4443	0.0148	0.0173	0.0108	5	2	
HanniganGD_2017	HanniganGD_2017	PhILR-Gauss VAE	philr-gauss-vae	0.2482	0.2151	0.0252	43.8193	0.2978	0.2855	0.4574	0.0272	0.0272	0.0166	5	16	
HanniganGD_2017	HanniganGD_2017	Hyp+Tax VAE	hyp-tax-vae	0.1709	0.0899	0.0077	27.7617	0.2917	0.2798	0.4588	0.0085	0.0079	0.0108	5	16	100.0
HanniganGD_2017	HanniganGD_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.2461	0.1014	48.0254	67.0473	0.2848	0.2722	0.4461	0.0158	0.017	0.0134	5	20	
HanniganGD_2017	HanniganGD_2017	TreeNB-VAE	treenbvae	0.1956	0.0705	68.8214	33.2424	0.2509	0.2389	0.4131	0.0092	0.0094	0.0091	5	10	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	$\beta$-VAE	beta-vae	0.0867	0.0512	0.002	25.3347	0.8301	0.8245	0.8798	0.0178	0.0197	0.0158	5	14	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	dsvae-unsup	dsvae-unsup	0.1111	0.0366	71.9499	10.8234	0.8069	0.7992	0.8699	0.0106	0.0114	0.0144	5	32	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	TreeNB-VAE	treenbvae	0.0786	0.0243	62.5316	31.7628	0.7997	0.789	0.8733	0.0149	0.0145	0.02	5	10	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Tax-aware VAE	tax-vae	0.1148	0.0581	0.0033	17.2323	0.7732	0.7653	0.8332	0.0175	0.0185	0.0174	5	24	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	PhyloFusion VAE	fuse-vae	0.1866	0.0741	0.0091	5.0055	0.7651	0.7559	0.8126	0.0096	0.0118	0.0205	5	20	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Hyp-PhILR-NB VAE	hyp-philrvae	0.1395	0.0544	65.1249	35.8778	0.7575	0.749	0.8163	0.0128	0.0123	0.0141	5	14	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	PhILR-Gauss VAE	philr-gauss-vae	0.2141	0.1779	0.0082	58.0475	0.7526	0.7435	0.8196	0.0124	0.0139	0.0127	5	15	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Hyp+Tax VAE	hyp-tax-vae	0.1098	0.0519	0.0028	12.5524	0.7322	0.7223	0.8135	0.0162	0.0191	0.0177	5	12	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	dsvae-sup	dsvae-sup	0.2407	0.0913	121.198	11.9937	0.7287	0.7199	0.8213	0.0189	0.0197	0.0121	5	32	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1771	0.0628	64.1678	32.2883	0.7148	0.7059	0.7575	0.0195	0.0199	0.02	5	16	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Vanilla VAE	vanilla-vae	0.2362	0.0944	0.0156	0.7562	0.6999	0.6892	0.764	0.0206	0.0214	0.0219	5	24	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	TreeDirichlet VAE	treedirichlet-vae	0.0788	0.0544	-3137.6692	34.8253	0.6815	0.6711	0.7412	0.0106	0.0133	0.0145	5	8	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Graph VAE	graph-vae	0.2584	0.0937	0.0165	0.0006	0.6562	0.6455	0.7199	0.0089	0.0084	0.007	5	5	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	PhILR-VAE	philrvae	0.0725	0.0237	62.0431	27.1472	0.6035	0.5902	0.6271	0.0175	0.0207	0.0272	5	10	
Heitz-BuschartA_2016	Heitz-BuschartA_2016	Hyperbolic VAE	hyp-vae	0.2297	0.085	0.0138	1.5941	0.5899	0.5765	0.6341	0.0125	0.0128	0.0129	5	5	100.0
Heitz-BuschartA_2016	Heitz-BuschartA_2016	TreePrior VAE	treeprior-vae	0.2571	0.0927	0.017	0.0	0.5321	0.5168	0.5066	0.0099	0.0088	0.0067	5	24	100.0
IaniroG_2022	IaniroG_2022	dsvae-sup	dsvae-sup	0.1943	0.061	119.6392	12.842	0.4399	0.3985	0.7679	0.0032	0.0031	0.0082	5	32	100.0
IaniroG_2022	IaniroG_2022	Vanilla VAE	vanilla-vae	0.2289	0.0657	0.0135	0.7066	0.4295	0.3785	0.7885	0.0092	0.0103	0.0038	5	8	100.0
IaniroG_2022	IaniroG_2022	TreeNB-VAE	treenbvae	0.0721	0.0153	57.5447	77.7227	0.4189	0.3911	0.7953	0.0166	0.0143	0.0074	5	16	
IaniroG_2022	IaniroG_2022	dsvae-unsup	dsvae-unsup	0.0951	0.0242	71.677	16.5148	0.4129	0.3891	0.773	0.0083	0.0074	0.0111	5	32	100.0
IaniroG_2022	IaniroG_2022	TreeDirichlet VAE	treedirichlet-vae	0.1518	0.0963	-5229.2986	53.7987	0.4106	0.3761	0.7256	0.0066	0.0082	0.0053	5	16	
IaniroG_2022	IaniroG_2022	Hyperbolic VAE	hyp-vae	0.1297	0.0514	0.0043	22.8092	0.4072	0.3785	0.7445	0.0064	0.0046	0.0054	5	15	100.0
IaniroG_2022	IaniroG_2022	Hyp+Tax VAE	hyp-tax-vae	0.1411	0.0529	0.0049	14.343	0.4045	0.3827	0.761	0.0046	0.0071	0.0059	5	24	100.0
IaniroG_2022	IaniroG_2022	PhyloFusion VAE	fuse-vae	0.134	0.0628	0.0047	23.9808	0.3965	0.3725	0.746	0.0051	0.003	0.0042	5	14	100.0
IaniroG_2022	IaniroG_2022	$\beta$-VAE	beta-vae	0.1564	0.0642	0.0062	46.7176	0.3935	0.3733	0.7172	0.0094	0.0072	0.005	5	16	100.0
IaniroG_2022	IaniroG_2022	PhILR-Gauss VAE	philr-gauss-vae	0.1906	0.1357	0.0113	50.6897	0.3858	0.3629	0.7046	0.0033	0.0077	0.0066	5	20	
IaniroG_2022	IaniroG_2022	TreePrior VAE	treeprior-vae	0.1559	0.0557	0.006	29.547	0.3852	0.3547	0.7833	0.0076	0.0106	0.006	5	16	100.0
IaniroG_2022	IaniroG_2022	Tax-aware VAE	tax-vae	0.1301	0.0513	0.0047	17.4531	0.3795	0.3584	0.6972	0.0064	0.0052	0.0145	5	16	100.0
IaniroG_2022	IaniroG_2022	PhILR-VAE	philrvae	0.0815	0.0229	61.7678	55.0616	0.3778	0.3494	0.7508	0.0132	0.0092	0.0053	5	15	
IaniroG_2022	IaniroG_2022	Hyp-PhILR-NB VAE	hyp-philrvae	0.134	0.0411	59.522	60.3273	0.3604	0.339	0.6607	0.0061	0.0058	0.0088	5	14	
IaniroG_2022	IaniroG_2022	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1013	0.0282	60.573	38.0761	0.3604	0.34	0.71	0.0053	0.0067	0.0096	5	14	
IaniroG_2022	IaniroG_2022	Graph VAE	graph-vae	0.2233	0.0645	0.0126	5.7765	0.3144	0.2643	0.7653	0.0037	0.0057	0.0044	5	20	100.0
IjazUZ_2017	IjazUZ_2017	dsvae-sup	dsvae-sup	0.3284	0.1473	160.8179	32.3826	0.9624	0.9627	0.9933	0.0029	0.0028	0.0007	5	32	100.0
IjazUZ_2017	IjazUZ_2017	Hyp+Tax VAE	hyp-tax-vae	0.1324	0.0547	0.0075	19.2631	0.9424	0.9409	0.9801	0.0034	0.0028	0.0017	5	9	100.0
IjazUZ_2017	IjazUZ_2017	PhyloFusion VAE	fuse-vae	0.1797	0.0819	0.0094	12.2314	0.9417	0.9402	0.9796	0.0026	0.0028	0.0012	5	5	100.0
IjazUZ_2017	IjazUZ_2017	PhILR-Gauss VAE	philr-gauss-vae	0.2304	0.193	0.0185	29.6054	0.9393	0.9375	0.9837	0.0072	0.0068	0.001	5	10	
IjazUZ_2017	IjazUZ_2017	TreeNB-VAE	treenbvae	0.1013	0.0283	50.4315	77.8256	0.9289	0.9289	0.9705	0.0062	0.0065	0.0026	5	10	
IjazUZ_2017	IjazUZ_2017	Graph VAE	graph-vae	0.2637	0.0871	0.018	2.9571	0.9255	0.9214	0.9675	0.0031	0.0032	0.0012	5	11	100.0
IjazUZ_2017	IjazUZ_2017	PhILR-VAE	philrvae	0.0685	0.0206	46.7269	43.8611	0.9159	0.9149	0.9709	0.0048	0.005	0.0027	5	20	
IjazUZ_2017	IjazUZ_2017	Tax-aware VAE	tax-vae	0.1013	0.0455	0.003	27.4925	0.9057	0.9011	0.9603	0.008	0.0076	0.0043	5	11	100.0
IjazUZ_2017	IjazUZ_2017	$\beta$-VAE	beta-vae	0.1	0.0456	0.0025	13.7032	0.9018	0.9002	0.9664	0.0051	0.0056	0.0015	5	9	100.0
IjazUZ_2017	IjazUZ_2017	Hyperbolic VAE	hyp-vae	0.275	0.0871	0.0188	2.7689	0.9017	0.8985	0.9375	0.0027	0.003	0.0083	5	10	100.0
IjazUZ_2017	IjazUZ_2017	TreeDirichlet VAE	treedirichlet-vae	0.2411	0.1689	-2832.1208	12.3008	0.8935	0.8912	0.9674	0.0085	0.0092	0.0014	5	2	
IjazUZ_2017	IjazUZ_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2281	0.0778	50.0432	41.4391	0.8846	0.8835	0.9643	0.0063	0.0055	0.002	5	16	
IjazUZ_2017	IjazUZ_2017	dsvae-unsup	dsvae-unsup	0.1134	0.0341	57.1606	13.8764	0.8615	0.862	0.9578	0.0062	0.0056	0.0031	5	32	100.0
IjazUZ_2017	IjazUZ_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.0878	0.027	47.0046	40.3341	0.8605	0.8593	0.9387	0.0059	0.0069	0.0028	5	16	
IjazUZ_2017	IjazUZ_2017	TreePrior VAE	treeprior-vae	0.3043	0.1041	0.0224	5.1185	0.8556	0.8511	0.9152	0.0044	0.0048	0.0026	5	13	100.0
IjazUZ_2017	IjazUZ_2017	Vanilla VAE	vanilla-vae	0.3041	0.0995	0.0236	0.0153	0.7961	0.7892	0.8792	0.0078	0.0079	0.0043	5	15	100.0
JieZ_2017	JieZ_2017	dsvae-sup	dsvae-sup	0.2307	0.0751	155.769	6.3062	0.7461	0.7442	0.8121	0.0038	0.0039	0.0027	5	32	100.0
JieZ_2017	JieZ_2017	Hyperbolic VAE	hyp-vae	0.116	0.0403	0.0034	63.8053	0.7332	0.7319	0.805	0.0051	0.0048	0.0019	5	24	100.0
JieZ_2017	JieZ_2017	PhILR-Gauss VAE	philr-gauss-vae	0.1971	0.1337	0.0188	60.7701	0.724	0.7229	0.8035	0.005	0.0051	0.0034	5	24	
JieZ_2017	JieZ_2017	TreeNB-VAE	treenbvae	0.1424	0.0395	91.9091	52.7305	0.7226	0.7214	0.7901	0.0019	0.0021	0.0031	5	16	
JieZ_2017	JieZ_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1294	0.047	72.9321	66.1531	0.7074	0.7063	0.7886	0.0032	0.0032	0.0025	5	24	
JieZ_2017	JieZ_2017	PhILR-VAE	philrvae	0.0938	0.0286	74.4582	62.999	0.7059	0.7048	0.7776	0.0038	0.0037	0.0039	5	24	
JieZ_2017	JieZ_2017	dsvae-unsup	dsvae-unsup	0.1193	0.0335	87.0471	13.7975	0.7051	0.7038	0.7669	0.0036	0.0035	0.0044	5	32	100.0
JieZ_2017	JieZ_2017	Hyp+Tax VAE	hyp-tax-vae	0.1255	0.0497	0.004	44.1596	0.7023	0.7009	0.7758	0.0045	0.0047	0.0031	5	20	100.0
JieZ_2017	JieZ_2017	TreePrior VAE	treeprior-vae	0.1402	0.0448	0.0054	23.5165	0.7013	0.7007	0.7641	0.0018	0.002	0.0045	5	20	100.0
JieZ_2017	JieZ_2017	$\beta$-VAE	beta-vae	0.1405	0.0471	0.005	24.1275	0.6929	0.692	0.763	0.0042	0.0045	0.0027	5	14	100.0
JieZ_2017	JieZ_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.1419	0.0617	79.0773	74.5057	0.68	0.6786	0.752	0.0033	0.0035	0.0062	5	24	
JieZ_2017	JieZ_2017	TreeDirichlet VAE	treedirichlet-vae	0.164	0.0858	-5555.5121	31.0479	0.6737	0.6725	0.7362	0.0069	0.0069	0.004	5	12	
JieZ_2017	JieZ_2017	Tax-aware VAE	tax-vae	0.1353	0.0457	0.0049	21.6403	0.6657	0.6646	0.7276	0.0059	0.0062	0.0055	5	15	100.0
JieZ_2017	JieZ_2017	PhyloFusion VAE	fuse-vae	0.1877	0.0571	0.0093	6.2587	0.6189	0.6175	0.6657	0.0043	0.0042	0.0019	5	4	100.0
JieZ_2017	JieZ_2017	Graph VAE	graph-vae	0.1899	0.0526	0.0098	9.3184	0.5944	0.5925	0.6335	0.0058	0.006	0.0057	5	13	100.0
JieZ_2017	JieZ_2017	Vanilla VAE	vanilla-vae	0.2162	0.0607	0.0115	0.0	0.5851	0.5836	0.6285	0.007	0.007	0.0062	5	11	100.0
KarlssonFH_2013	KarlssonFH_2013	dsvae-sup	dsvae-sup	0.2398	0.0899	143.366	2.059	0.9415	0.9406	0.9786	0.002	0.0021	0.0006	5	32	100.0
KarlssonFH_2013	KarlssonFH_2013	Hyp-PhILR-NB VAE	hyp-philrvae	0.1991	0.0878	84.7538	40.4968	0.4097	0.4027	0.5994	0.004	0.0051	0.0063	5	14	
KarlssonFH_2013	KarlssonFH_2013	Hyperbolic VAE	hyp-vae	0.2263	0.0805	0.0128	0.001	0.4065	0.4007	0.5689	0.0096	0.0099	0.0062	5	15	100.0
KarlssonFH_2013	KarlssonFH_2013	Tax-aware VAE	tax-vae	0.2122	0.0722	0.0114	3.565	0.4023	0.3929	0.5738	0.0088	0.0075	0.007	5	15	100.0
KarlssonFH_2013	KarlssonFH_2013	PhILR-Gauss VAE	philr-gauss-vae	0.2317	0.1695	0.0348	32.2596	0.3895	0.3821	0.5623	0.0087	0.0096	0.0034	5	12	
KarlssonFH_2013	KarlssonFH_2013	PhILR-VAE	philrvae	0.0981	0.0375	79.1182	40.2527	0.3778	0.371	0.5489	0.0124	0.0124	0.0083	5	20	
KarlssonFH_2013	KarlssonFH_2013	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1808	0.0774	76.8995	61.1202	0.3774	0.371	0.5577	0.0089	0.0081	0.0051	5	24	
KarlssonFH_2013	KarlssonFH_2013	Graph VAE	graph-vae	0.2264	0.0756	0.0128	0.3494	0.3709	0.364	0.5529	0.0119	0.0116	0.0046	5	10	100.0
KarlssonFH_2013	KarlssonFH_2013	$\beta$-VAE	beta-vae	0.1595	0.0668	0.0068	12.2304	0.3709	0.3643	0.5249	0.0096	0.0093	0.0076	5	14	100.0
